Lon,Lat,Est,Tmin,Fecha
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",20.5,2015-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",22.8,2015-04-01
-103.81,19.33,"Peñitas, Col.",20.0,2015-04-01
-104.1,18.94,"Radar, Col.",20.7,2015-04-01
-103.87,18.91,"Tecomán, Col.",20.6,2015-04-01
-103.61,19.25,"Buenavista, Col.",20.1,2015-05-01
-103.73,18.76,"Cerro de Ortega, Col.",22.5,2015-05-01
-103.63,18.83,"Callejones, Col.",23.2,2015-05-01
-103.8,19.21,"Coquimatlán, Col.",21.0,2015-05-01
-103.6,19.33,"Cuauhtémoc, Col.",20.7,2015-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",20.6,2015-05-01
-103.87,19.17,"La Esperanza, Col.",20.4,2015-05-01
-103.77,18.81,"Laguna de Amela, Col.",22.5,2015-05-01
-103.73,19.22,"La Posta, Col.",21.4,2015-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.9,2015-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",22.8,2015-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",24.8,2015-05-01
-103.81,19.33,"Peñitas, Col.",21.6,2015-05-01
-104.1,18.94,"Radar, Col.",22.5,2015-05-01
-103.87,18.91,"Tecomán, Col.",22.1,2015-05-01
-103.61,19.25,"Buenavista, Col.",21.8,2015-06-01
-103.73,18.76,"Cerro de Ortega, Col.",24.6,2015-06-01
-103.63,18.83,"Callejones, Col.",24.9,2015-06-01
-103.8,19.21,"Coquimatlán, Col.",22.7,2015-06-01
-103.6,19.33,"Cuauhtémoc, Col.",21.9,2015-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",23.0,2015-06-01
-103.87,19.17,"La Esperanza, Col.",22.7,2015-06-01
-103.77,18.81,"Laguna de Amela, Col.",24.5,2015-06-01
-103.73,19.22,"La Posta, Col.",23.0,2015-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.3,2015-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.9,2015-06-01
-103.81,19.33,"Peñitas, Col.",23.3,2015-06-01
-104.1,18.94,"Radar, Col.",24.9,2015-06-01
-103.87,18.91,"Tecomán, Col.",24.4,2015-06-01
-103.61,19.25,"Buenavista, Col.",20.0,2015-07-01
-103.73,18.76,"Cerro de Ortega, Col.",23.6,2015-07-01
-103.63,18.83,"Callejones, Col.",24.2,2015-07-01
-103.8,19.21,"Coquimatlán, Col.",22.3,2015-07-01
-103.6,19.33,"Cuauhtémoc, Col.",21.1,2015-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.0,2015-07-01
-103.87,19.17,"La Esperanza, Col.",21.7,2015-07-01
-103.77,18.81,"Laguna de Amela, Col.",23.6,2015-07-01
-103.73,19.22,"La Posta, Col.",22.3,2015-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.9,2015-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.3,2015-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.5,2015-07-01
-103.81,19.33,"Peñitas, Col.",22.1,2015-07-01
-104.1,18.94,"Radar, Col.",24.8,2015-07-01
-103.87,18.91,"Tecomán, Col.",23.4,2015-07-01
-103.61,19.25,"Buenavista, Col.",20.4,2015-08-01
-103.73,18.76,"Cerro de Ortega, Col.",24.2,2015-08-01
-103.63,18.83,"Callejones, Col.",24.5,2015-08-01
-103.8,19.21,"Coquimatlán, Col.",22.5,2015-08-01
-103.6,19.33,"Cuauhtémoc, Col.",21.2,2015-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.2,2015-08-01
-103.87,19.17,"La Esperanza, Col.",21.9,2015-08-01
-103.77,18.81,"Laguna de Amela, Col.",24.2,2015-08-01
-103.73,19.22,"La Posta, Col.",22.2,2015-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.9,2015-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.2,2015-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.5,2015-08-01
-103.81,19.33,"Peñitas, Col.",22.2,2015-08-01
-104.1,18.94,"Radar, Col.",25.1,2015-08-01
-103.87,18.91,"Tecomán, Col.",23.7,2015-08-01
-103.61,19.25,"Buenavista, Col.",20.4,2015-09-01
-103.73,18.76,"Cerro de Ortega, Col.",24.2,2015-09-01
-103.63,18.83,"Callejones, Col.",24.5,2015-09-01
-103.8,19.21,"Coquimatlán, Col.",22.5,2015-09-01
-103.6,19.33,"Cuauhtémoc, Col.",21.2,2015-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.3,2015-09-01
-103.87,19.17,"La Esperanza, Col.",21.8,2015-09-01
-103.77,18.81,"Laguna de Amela, Col.",23.7,2015-09-01
-103.73,19.22,"La Posta, Col.",21.8,2015-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.6,2015-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.0,2015-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.0,2015-09-01
-103.81,19.33,"Peñitas, Col.",22.2,2015-09-01
-104.1,18.94,"Radar, Col.",24.6,2015-09-01
-103.87,18.91,"Tecomán, Col.",22.4,2015-09-01
-103.61,19.25,"Buenavista, Col.",20.5,2015-10-01
-103.73,18.76,"Cerro de Ortega, Col.",24.2,2015-10-01
-103.63,18.83,"Callejones, Col.",24.0,2015-10-01
-103.8,19.21,"Coquimatlán, Col.",22.5,2015-10-01
-103.6,19.33,"Cuauhtémoc, Col.",21.0,2015-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",21.9,2015-10-01
-103.87,19.17,"La Esperanza, Col.",22.0,2015-10-01
-103.77,18.81,"Laguna de Amela, Col.",24.1,2015-10-01
-103.73,19.22,"La Posta, Col.",21.9,2015-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.2,2015-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.0,2015-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.4,2015-10-01
-103.81,19.33,"Peñitas, Col.",22.5,2015-10-01
-104.1,18.94,"Radar, Col.",24.5,2015-10-01
-103.87,18.91,"Tecomán, Col.",22.2,2015-10-01
-103.61,19.25,"Buenavista, Col.",19.6,2015-11-01
-103.73,18.76,"Cerro de Ortega, Col.",23.8,2015-11-01
-103.63,18.83,"Callejones, Col.",23.7,2015-11-01
-103.8,19.21,"Coquimatlán, Col.",22.3,2015-11-01
-103.6,19.33,"Cuauhtémoc, Col.",21.0,2015-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.3,2015-11-01
-103.87,19.17,"La Esperanza, Col.",21.5,2015-11-01
-103.77,18.81,"Laguna de Amela, Col.",23.7,2015-11-01
-103.73,19.22,"La Posta, Col.",21.8,2015-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.0,2015-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.7,2015-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.2,2015-11-01
-103.81,19.33,"Peñitas, Col.",22.2,2015-11-01
-104.1,18.94,"Radar, Col.",24.7,2015-11-01
-103.87,18.91,"Tecomán, Col.",21.4,2015-11-01
-103.61,19.25,"Buenavista, Col.",31.5,2015-12-01
-103.73,18.76,"Cerro de Ortega, Col.",34.0,2015-12-01
-103.63,18.83,"Callejones, Col.",35.5,2015-12-01
-103.8,19.21,"Coquimatlán, Col.",32.6,2015-12-01
-103.6,19.33,"Cuauhtémoc, Col.",29.9,2015-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.6,2015-12-01
-103.87,19.17,"La Esperanza, Col.",33.0,2015-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.3,2015-12-01
-103.73,19.22,"La Posta, Col.",32.9,2015-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",27.8,2015-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.7,2015-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.5,2015-12-01
-103.81,19.33,"Peñitas, Col.",32.6,2015-12-01
-104.1,18.94,"Radar, Col.",33.3,2015-12-01
-103.87,18.91,"Tecomán, Col.",33.5,2015-12-01
-103.61,19.25,"Buenavista, Col.",14.1,2016-01-01
-103.73,18.76,"Cerro de Ortega, Col.",17.9,2016-01-01
-103.63,18.83,"Callejones, Col.",19.7,2016-01-01
-103.8,19.21,"Coquimatlán, Col.",17.2,2016-01-01
-103.6,19.33,"Cuauhtémoc, Col.",16.4,2016-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",16.3,2016-01-01
-103.87,19.17,"La Esperanza, Col.",14.2,2016-01-01
-103.77,18.81,"Laguna de Amela, Col.",17.7,2016-01-01
-103.73,19.22,"La Posta, Col.",16.2,2016-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",18.3,2016-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",19.7,2016-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.8,2016-01-01
-103.81,19.33,"Peñitas, Col.",16.5,2016-01-01
-104.1,18.94,"Radar, Col.",18.9,2016-01-01
-103.87,18.91,"Tecomán, Col.",19.0,2016-01-01
-103.61,19.25,"Buenavista, Col.",15.0,2016-02-01
-103.73,18.76,"Cerro de Ortega, Col.",18.7,2016-02-01
-103.63,18.83,"Callejones, Col.",19.4,2016-02-01
-103.8,19.21,"Coquimatlán, Col.",18.4,2016-02-01
-103.6,19.33,"Cuauhtémoc, Col.",17.5,2016-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",17.2,2016-02-01
-103.87,19.17,"La Esperanza, Col.",15.7,2016-02-01
-103.77,18.81,"Laguna de Amela, Col.",18.4,2016-02-01
-103.73,19.22,"La Posta, Col.",17.5,2016-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",19.8,2016-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",20.8,2016-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",23.1,2016-02-01
-103.81,19.33,"Peñitas, Col.",18.7,2016-02-01
-104.1,18.94,"Radar, Col.",20.1,2016-02-01
-103.87,18.91,"Tecomán, Col.",19.8,2016-02-01
-103.61,19.25,"Buenavista, Col.",15.0,2016-03-01
-103.73,18.76,"Cerro de Ortega, Col.",17.1,2016-03-01
-103.63,18.83,"Callejones, Col.",17.9,2016-03-01
-103.8,19.21,"Coquimatlán, Col.",17.4,2016-03-01
-103.6,19.33,"Cuauhtémoc, Col.",17.5,2016-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",16.2,2016-03-01
-103.87,19.17,"La Esperanza, Col.",14.8,2016-03-01
-103.77,18.81,"Laguna de Amela, Col.",16.9,2016-03-01
-103.73,19.22,"La Posta, Col.",16.3,2016-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",19.3,2016-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",18.7,2016-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.0,2016-03-01
-103.81,19.33,"Peñitas, Col.",17.5,2016-03-01
-104.1,18.94,"Radar, Col.",17.7,2016-03-01
-103.87,18.91,"Tecomán, Col.",18.5,2016-03-01
-103.61,19.25,"Buenavista, Col.",16.9,2016-04-01
-103.73,18.76,"Cerro de Ortega, Col.",18.7,2016-04-01
-103.63,18.83,"Callejones, Col.",19.1,2016-04-01
-103.8,19.21,"Coquimatlán, Col.",18.4,2016-04-01
-103.6,19.33,"Cuauhtémoc, Col.",19.5,2016-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",16.9,2016-04-01
-103.87,19.17,"La Esperanza, Col.",15.9,2016-04-01
-103.77,18.81,"Laguna de Amela, Col.",18.6,2016-04-01
-103.73,19.22,"La Posta, Col.",18.3,2016-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.8,2016-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",19.1,2016-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.6,2016-04-01
-103.81,19.33,"Peñitas, Col.",19.3,2016-04-01
-104.1,18.94,"Radar, Col.",19.2,2016-04-01
-103.87,18.91,"Tecomán, Col.",19.3,2016-04-01
-103.61,19.25,"Buenavista, Col.",19.4,2016-05-01
-103.73,18.76,"Cerro de Ortega, Col.",19.4,2016-05-01
-103.63,18.83,"Callejones, Col.",21.7,2016-05-01
-103.8,19.21,"Coquimatlán, Col.",20.9,2016-05-01
-103.6,19.33,"Cuauhtémoc, Col.",21.2,2016-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",20.0,2016-05-01
-103.87,19.17,"La Esperanza, Col.",19.3,2016-05-01
-103.77,18.81,"Laguna de Amela, Col.",19.4,2016-05-01
-103.73,19.22,"La Posta, Col.",20.7,2016-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.2,2016-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",21.4,2016-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",23.3,2016-05-01
-103.81,19.33,"Peñitas, Col.",21.0,2016-05-01
-104.1,18.94,"Radar, Col.",21.5,2016-05-01
-103.87,18.91,"Tecomán, Col.",21.8,2016-05-01
-103.61,19.25,"Buenavista, Col.",20.5,2016-06-01
-103.73,18.76,"Cerro de Ortega, Col.",23.5,2016-06-01
-103.63,18.83,"Callejones, Col.",23.8,2016-06-01
-103.8,19.21,"Coquimatlán, Col.",22.5,2016-06-01
-103.6,19.33,"Cuauhtémoc, Col.",20.9,2016-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",21.7,2016-06-01
-103.87,19.17,"La Esperanza, Col.",21.9,2016-06-01
-103.77,18.81,"Laguna de Amela, Col.",23.5,2016-06-01
-103.73,19.22,"La Posta, Col.",22.0,2016-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.6,2016-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.4,2016-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.8,2016-06-01
-103.81,19.33,"Peñitas, Col.",22.4,2016-06-01
-104.1,18.94,"Radar, Col.",23.5,2016-06-01
-103.87,18.91,"Tecomán, Col.",23.9,2016-06-01
-103.61,19.25,"Buenavista, Col.",20.6,2016-07-01
-103.73,18.76,"Cerro de Ortega, Col.",23.6,2016-07-01
-103.63,18.83,"Callejones, Col.",24.6,2016-07-01
-103.8,19.21,"Coquimatlán, Col.",22.8,2016-07-01
-103.6,19.33,"Cuauhtémoc, Col.",20.6,2016-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.0,2016-07-01
-103.87,19.17,"La Esperanza, Col.",21.3,2016-07-01
-103.77,18.81,"Laguna de Amela, Col.",23.6,2016-07-01
-103.73,19.22,"La Posta, Col.",21.9,2016-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.4,2016-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.1,2016-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.1,2016-07-01
-103.81,19.33,"Peñitas, Col.",22.1,2016-07-01
-104.1,18.94,"Radar, Col.",24.5,2016-07-01
-103.87,18.91,"Tecomán, Col.",24.5,2016-07-01
-103.61,19.25,"Buenavista, Col.",22.6,2016-08-01
-103.73,18.76,"Cerro de Ortega, Col.",22.6,2016-08-01
-103.63,18.83,"Callejones, Col.",22.6,2016-08-01
-103.8,19.21,"Coquimatlán, Col.",22.6,2016-08-01
-103.6,19.33,"Cuauhtémoc, Col.",22.6,2016-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.6,2016-08-01
-103.87,19.17,"La Esperanza, Col.",22.6,2016-08-01
-103.77,18.81,"Laguna de Amela, Col.",22.6,2016-08-01
-103.73,19.22,"La Posta, Col.",22.6,2016-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.6,2016-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",22.6,2016-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",22.6,2016-08-01
-103.81,19.33,"Peñitas, Col.",22.6,2016-08-01
-104.1,18.94,"Radar, Col.",22.6,2016-08-01
-103.87,18.91,"Tecomán, Col.",22.6,2016-08-01
-103.61,19.25,"Buenavista, Col.",19.9,2016-09-01
-103.73,18.76,"Cerro de Ortega, Col.",23.3,2016-09-01
-103.63,18.83,"Callejones, Col.",23.9,2016-09-01
-103.8,19.21,"Coquimatlán, Col.",22.0,2016-09-01
-103.6,19.33,"Cuauhtémoc, Col.",20.3,2016-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",21.6,2016-09-01
-103.87,19.17,"La Esperanza, Col.",20.6,2016-09-01
-103.77,18.81,"Laguna de Amela, Col.",23.3,2016-09-01
-103.73,19.22,"La Posta, Col.",21.7,2016-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.4,2016-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.8,2016-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.9,2016-09-01
-103.81,19.33,"Peñitas, Col.",21.7,2016-09-01
-104.1,18.94,"Radar, Col.",24.0,2016-09-01
-103.87,18.91,"Tecomán, Col.",23.5,2016-09-01
-103.61,19.25,"Buenavista, Col.",20.2,2016-10-01
-103.73,18.76,"Cerro de Ortega, Col.",23.0,2016-10-01
-103.63,18.83,"Callejones, Col.",24.3,2016-10-01
-103.8,19.21,"Coquimatlán, Col.",22.7,2016-10-01
-103.6,19.33,"Cuauhtémoc, Col.",21.0,2016-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.1,2016-10-01
-103.87,19.17,"La Esperanza, Col.",21.3,2016-10-01
-103.77,18.81,"Laguna de Amela, Col.",23.0,2016-10-01
-103.73,19.22,"La Posta, Col.",21.8,2016-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.6,2016-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.0,2016-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.3,2016-10-01
-103.81,19.33,"Peñitas, Col.",22.2,2016-10-01
-104.1,18.94,"Radar, Col.",24.9,2016-10-01
-103.87,18.91,"Tecomán, Col.",24.9,2016-10-01
-103.61,19.25,"Buenavista, Col.",18.0,2016-11-01
-103.73,18.76,"Cerro de Ortega, Col.",22.0,2016-11-01
-103.63,18.83,"Callejones, Col.",23.1,2016-11-01
-103.8,19.21,"Coquimatlán, Col.",21.3,2016-11-01
-103.6,19.33,"Cuauhtémoc, Col.",19.6,2016-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",20.2,2016-11-01
-103.87,19.17,"La Esperanza, Col.",19.1,2016-11-01
-103.77,18.81,"Laguna de Amela, Col.",21.9,2016-11-01
-103.73,19.22,"La Posta, Col.",20.1,2016-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",20.7,2016-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.3,2016-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",24.9,2016-11-01
-103.81,19.33,"Peñitas, Col.",20.6,2016-11-01
-104.1,18.94,"Radar, Col.",22.8,2016-11-01
-103.87,18.91,"Tecomán, Col.",22.7,2016-11-01
-103.61,19.25,"Buenavista, Col.",33.3,2016-12-01
-103.73,18.76,"Cerro de Ortega, Col.",34.0,2016-12-01
-103.63,18.83,"Callejones, Col.",36.5,2016-12-01
-103.8,19.21,"Coquimatlán, Col.",33.3,2016-12-01
-103.6,19.33,"Cuauhtémoc, Col.",30.1,2016-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.5,2016-12-01
-103.87,19.17,"La Esperanza, Col.",34.3,2016-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.2,2016-12-01
-103.73,19.22,"La Posta, Col.",34.2,2016-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.1,2016-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",30.0,2016-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.7,2016-12-01
-103.81,19.33,"Peñitas, Col.",35.0,2016-12-01
-104.1,18.94,"Radar, Col.",32.5,2016-12-01
-103.87,18.91,"Tecomán, Col.",36.4,2016-12-01
-103.61,19.25,"Buenavista, Col.",14.4,2017-01-01
-103.73,18.76,"Cerro de Ortega, Col.",17.2,2017-01-01
-103.63,18.83,"Callejones, Col.",18.5,2017-01-01
-103.8,19.21,"Coquimatlán, Col.",17.5,2017-01-01
-103.6,19.33,"Cuauhtémoc, Col.",17.0,2017-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",16.2,2017-01-01
-103.87,19.17,"La Esperanza, Col.",14.0,2017-01-01
-103.77,18.81,"Laguna de Amela, Col.",17.3,2017-01-01
-103.73,19.22,"La Posta, Col.",16.5,2017-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",19.0,2017-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",19.2,2017-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.8,2017-01-01
-103.81,19.33,"Peñitas, Col.",18.0,2017-01-01
-104.1,18.94,"Radar, Col.",19.3,2017-01-01
-103.87,18.91,"Tecomán, Col.",19.2,2017-01-01
-103.61,19.25,"Buenavista, Col.",14.8,2017-02-01
-103.73,18.76,"Cerro de Ortega, Col.",16.4,2017-02-01
-103.63,18.83,"Callejones, Col.",18.0,2017-02-01
-103.8,19.21,"Coquimatlán, Col.",17.5,2017-02-01
-103.6,19.33,"Cuauhtémoc, Col.",17.1,2017-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",16.0,2017-02-01
-103.87,19.17,"La Esperanza, Col.",14.3,2017-02-01
-103.77,18.81,"Laguna de Amela, Col.",16.5,2017-02-01
-103.73,19.22,"La Posta, Col.",17.0,2017-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",19.6,2017-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",18.7,2017-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",20.9,2017-02-01
-103.81,19.33,"Peñitas, Col.",18.0,2017-02-01
-104.1,18.94,"Radar, Col.",17.9,2017-02-01
-103.87,18.91,"Tecomán, Col.",18.5,2017-02-01
-103.61,19.25,"Buenavista, Col.",17.5,2017-03-01
-103.73,18.76,"Cerro de Ortega, Col.",17.5,2017-03-01
-103.63,18.83,"Callejones, Col.",19.7,2017-03-01
-103.8,19.21,"Coquimatlán, Col.",19.4,2017-03-01
-103.6,19.33,"Cuauhtémoc, Col.",19.4,2017-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",17.4,2017-03-01
-103.87,19.17,"La Esperanza, Col.",15.8,2017-03-01
-103.77,18.81,"Laguna de Amela, Col.",17.5,2017-03-01
-103.73,19.22,"La Posta, Col.",19.2,2017-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.2,2017-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",19.9,2017-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.9,2017-03-01
-103.81,19.33,"Peñitas, Col.",19.9,2017-03-01
-104.1,18.94,"Radar, Col.",19.5,2017-03-01
-103.87,18.91,"Tecomán, Col.",19.9,2017-03-01
-103.61,19.25,"Buenavista, Col.",15.3,2017-04-01
-103.73,18.76,"Cerro de Ortega, Col.",16.6,2017-04-01
-103.63,18.83,"Callejones, Col.",18.1,2017-04-01
-103.8,19.21,"Coquimatlán, Col.",17.1,2017-04-01
-103.6,19.33,"Cuauhtémoc, Col.",18.8,2017-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",14.9,2017-04-01
-103.87,19.17,"La Esperanza, Col.",13.6,2017-04-01
-103.77,18.81,"Laguna de Amela, Col.",16.6,2017-04-01
-103.73,19.22,"La Posta, Col.",16.9,2017-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",20.8,2017-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",18.4,2017-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",20.2,2017-04-01
-103.81,19.33,"Peñitas, Col.",17.9,2017-04-01
-104.1,18.94,"Radar, Col.",17.3,2017-04-01
-103.87,18.91,"Tecomán, Col.",18.2,2017-04-01
-103.61,19.25,"Buenavista, Col.",17.7,2017-05-01
-103.73,18.76,"Cerro de Ortega, Col.",19.8,2017-05-01
-103.63,18.83,"Callejones, Col.",20.4,2017-05-01
-103.8,19.21,"Coquimatlán, Col.",19.5,2017-05-01
-103.6,19.33,"Cuauhtémoc, Col.",19.3,2017-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",17.9,2017-05-01
-103.87,19.17,"La Esperanza, Col.",16.8,2017-05-01
-103.77,18.81,"Laguna de Amela, Col.",19.5,2017-05-01
-103.73,19.22,"La Posta, Col.",19.5,2017-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.5,2017-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",19.9,2017-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",21.7,2017-05-01
-103.81,19.33,"Peñitas, Col.",20.0,2017-05-01
-104.1,18.94,"Radar, Col.",19.4,2017-05-01
-103.87,18.91,"Tecomán, Col.",20.6,2017-05-01
-103.61,19.25,"Buenavista, Col.",21.7,2017-06-01
-103.73,18.76,"Cerro de Ortega, Col.",24.6,2017-06-01
-103.63,18.83,"Callejones, Col.",23.6,2017-06-01
-103.8,19.21,"Coquimatlán, Col.",23.2,2017-06-01
-103.6,19.33,"Cuauhtémoc, Col.",20.3,2017-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",22.6,2017-06-01
-103.87,19.17,"La Esperanza, Col.",22.1,2017-06-01
-103.77,18.81,"Laguna de Amela, Col.",24.5,2017-06-01
-103.73,19.22,"La Posta, Col.",22.8,2017-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.8,2017-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.7,2017-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.6,2017-06-01
-103.81,19.33,"Peñitas, Col.",23.4,2017-06-01
-104.1,18.94,"Radar, Col.",23.9,2017-06-01
-103.87,18.91,"Tecomán, Col.",24.7,2017-06-01
-103.61,19.25,"Buenavista, Col.",20.0,2017-07-01
-103.73,18.76,"Cerro de Ortega, Col.",23.7,2017-07-01
-103.63,18.83,"Callejones, Col.",24.6,2017-07-01
-103.8,19.21,"Coquimatlán, Col.",22.2,2017-07-01
-103.6,19.33,"Cuauhtémoc, Col.",20.4,2017-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",21.8,2017-07-01
-103.87,19.17,"La Esperanza, Col.",20.9,2017-07-01
-103.77,18.81,"Laguna de Amela, Col.",22.9,2017-07-01
-103.73,19.22,"La Posta, Col.",21.7,2017-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",21.2,2017-07-01
