Lon,Lat,Est,Tmax,Fecha
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.9,2015-04-01
-103.81,19.33,"Peñitas, Col.",35.5,2015-04-01
-104.1,18.94,"Radar, Col.",31.4,2015-04-01
-103.87,18.91,"Tecomán, Col.",34.8,2015-04-01
-103.61,19.25,"Buenavista, Col.",36.0,2015-05-01
-103.73,18.76,"Cerro de Ortega, Col.",34.8,2015-05-01
-103.63,18.83,"Callejones, Col.",39.1,2015-05-01
-103.8,19.21,"Coquimatlán, Col.",35.3,2015-05-01
-103.6,19.33,"Cuauhtémoc, Col.",33.3,2015-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.8,2015-05-01
-103.87,19.17,"La Esperanza, Col.",36.1,2015-05-01
-103.77,18.81,"Laguna de Amela, Col.",34.0,2015-05-01
-103.73,19.22,"La Posta, Col.",36.2,2015-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",30.7,2015-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",30.9,2015-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.7,2015-05-01
-103.81,19.33,"Peñitas, Col.",37.4,2015-05-01
-104.1,18.94,"Radar, Col.",33.3,2015-05-01
-103.87,18.91,"Tecomán, Col.",35.8,2015-05-01
-103.61,19.25,"Buenavista, Col.",34.3,2015-06-01
-103.73,18.76,"Cerro de Ortega, Col.",35.0,2015-06-01
-103.63,18.83,"Callejones, Col.",37.8,2015-06-01
-103.8,19.21,"Coquimatlán, Col.",34.4,2015-06-01
-103.6,19.33,"Cuauhtémoc, Col.",31.9,2015-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.9,2015-06-01
-103.87,19.17,"La Esperanza, Col.",34.9,2015-06-01
-103.77,18.81,"Laguna de Amela, Col.",34.2,2015-06-01
-103.73,19.22,"La Posta, Col.",35.0,2015-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.9,2015-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.6,2015-06-01
-103.81,19.33,"Peñitas, Col.",35.4,2015-06-01
-104.1,18.94,"Radar, Col.",33.9,2015-06-01
-103.87,18.91,"Tecomán, Col.",34.8,2015-06-01
-103.61,19.25,"Buenavista, Col.",33.0,2015-07-01
-103.73,18.76,"Cerro de Ortega, Col.",34.7,2015-07-01
-103.63,18.83,"Callejones, Col.",37.4,2015-07-01
-103.8,19.21,"Coquimatlán, Col.",34.3,2015-07-01
-103.6,19.33,"Cuauhtémoc, Col.",32.0,2015-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.6,2015-07-01
-103.87,19.17,"La Esperanza, Col.",35.6,2015-07-01
-103.77,18.81,"Laguna de Amela, Col.",33.7,2015-07-01
-103.73,19.22,"La Posta, Col.",34.3,2015-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.3,2015-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",33.5,2015-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.2,2015-07-01
-103.81,19.33,"Peñitas, Col.",34.1,2015-07-01
-104.1,18.94,"Radar, Col.",34.3,2015-07-01
-103.87,18.91,"Tecomán, Col.",35.1,2015-07-01
-103.61,19.25,"Buenavista, Col.",33.3,2015-08-01
-103.73,18.76,"Cerro de Ortega, Col.",35.4,2015-08-01
-103.63,18.83,"Callejones, Col.",36.9,2015-08-01
-103.8,19.21,"Coquimatlán, Col.",34.8,2015-08-01
-103.6,19.33,"Cuauhtémoc, Col.",32.3,2015-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",36.5,2015-08-01
-103.87,19.17,"La Esperanza, Col.",35.7,2015-08-01
-103.77,18.81,"Laguna de Amela, Col.",34.8,2015-08-01
-103.73,19.22,"La Posta, Col.",34.9,2015-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.4,2015-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.9,2015-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.5,2015-08-01
-103.81,19.33,"Peñitas, Col.",35.1,2015-08-01
-104.1,18.94,"Radar, Col.",35.0,2015-08-01
-103.87,18.91,"Tecomán, Col.",35.1,2015-08-01
-103.61,19.25,"Buenavista, Col.",32.4,2015-09-01
-103.73,18.76,"Cerro de Ortega, Col.",35.5,2015-09-01
-103.63,18.83,"Callejones, Col.",36.3,2015-09-01
-103.8,19.21,"Coquimatlán, Col.",33.4,2015-09-01
-103.6,19.33,"Cuauhtémoc, Col.",31.2,2015-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.0,2015-09-01
-103.87,19.17,"La Esperanza, Col.",34.6,2015-09-01
-103.77,18.81,"Laguna de Amela, Col.",35.4,2015-09-01
-103.73,19.22,"La Posta, Col.",33.8,2015-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.5,2015-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.9,2015-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.3,2015-09-01
-103.81,19.33,"Peñitas, Col.",34.6,2015-09-01
-104.1,18.94,"Radar, Col.",34.8,2015-09-01
-103.87,18.91,"Tecomán, Col.",34.3,2015-09-01
-103.61,19.25,"Buenavista, Col.",32.6,2015-10-01
-103.73,18.76,"Cerro de Ortega, Col.",34.9,2015-10-01
-103.63,18.83,"Callejones, Col.",35.7,2015-10-01
-103.8,19.21,"Coquimatlán, Col.",33.4,2015-10-01
-103.6,19.33,"Cuauhtémoc, Col.",31.5,2015-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.1,2015-10-01
-103.87,19.17,"La Esperanza, Col.",34.2,2015-10-01
-103.77,18.81,"Laguna de Amela, Col.",34.3,2015-10-01
-103.73,19.22,"La Posta, Col.",32.9,2015-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.5,2015-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.8,2015-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.4,2015-10-01
-103.81,19.33,"Peñitas, Col.",33.5,2015-10-01
-104.1,18.94,"Radar, Col.",34.6,2015-10-01
-103.87,18.91,"Tecomán, Col.",34.1,2015-10-01
-103.61,19.25,"Buenavista, Col.",33.4,2015-11-01
-103.73,18.76,"Cerro de Ortega, Col.",33.4,2015-11-01
-103.63,18.83,"Callejones, Col.",33.4,2015-11-01
-103.8,19.21,"Coquimatlán, Col.",33.4,2015-11-01
-103.6,19.33,"Cuauhtémoc, Col.",33.4,2015-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.4,2015-11-01
-103.87,19.17,"La Esperanza, Col.",33.4,2015-11-01
-103.77,18.81,"Laguna de Amela, Col.",33.4,2015-11-01
-103.73,19.22,"La Posta, Col.",33.4,2015-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",33.4,2015-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",33.4,2015-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.4,2015-11-01
-103.81,19.33,"Peñitas, Col.",33.4,2015-11-01
-104.1,18.94,"Radar, Col.",33.4,2015-11-01
-103.87,18.91,"Tecomán, Col.",33.4,2015-11-01
-103.61,19.25,"Buenavista, Col.",31.5,2015-12-01
-103.73,18.76,"Cerro de Ortega, Col.",34.0,2015-12-01
-103.63,18.83,"Callejones, Col.",35.5,2015-12-01
-103.8,19.21,"Coquimatlán, Col.",32.6,2015-12-01
-103.6,19.33,"Cuauhtémoc, Col.",29.9,2015-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.6,2015-12-01
-103.87,19.17,"La Esperanza, Col.",33.0,2015-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.3,2015-12-01
-103.73,19.22,"La Posta, Col.",32.9,2015-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",27.8,2015-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.7,2015-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.5,2015-12-01
-103.81,19.33,"Peñitas, Col.",32.6,2015-12-01
-104.1,18.94,"Radar, Col.",33.3,2015-12-01
-103.87,18.91,"Tecomán, Col.",33.5,2015-12-01
-103.61,19.25,"Buenavista, Col.",30.4,2016-01-01
-103.73,18.76,"Cerro de Ortega, Col.",33.4,2016-01-01
-103.63,18.83,"Callejones, Col.",34.6,2016-01-01
-103.8,19.21,"Coquimatlán, Col.",31.7,2016-01-01
-103.6,19.33,"Cuauhtémoc, Col.",27.9,2016-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.1,2016-01-01
-103.87,19.17,"La Esperanza, Col.",32.2,2016-01-01
-103.77,18.81,"Laguna de Amela, Col.",32.3,2016-01-01
-103.73,19.22,"La Posta, Col.",32.1,2016-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",26.7,2016-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",30.6,2016-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.2,2016-01-01
-103.81,19.33,"Peñitas, Col.",31.9,2016-01-01
-104.1,18.94,"Radar, Col.",31.7,2016-01-01
-103.87,18.91,"Tecomán, Col.",32.9,2016-01-01
-103.61,19.25,"Buenavista, Col.",33.8,2016-02-01
-103.73,18.76,"Cerro de Ortega, Col.",34.4,2016-02-01
-103.63,18.83,"Callejones, Col.",35.9,2016-02-01
-103.8,19.21,"Coquimatlán, Col.",33.5,2016-02-01
-103.6,19.33,"Cuauhtémoc, Col.",30.9,2016-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.3,2016-02-01
-103.87,19.17,"La Esperanza, Col.",33.7,2016-02-01
-103.77,18.81,"Laguna de Amela, Col.",33.6,2016-02-01
-103.73,19.22,"La Posta, Col.",34.5,2016-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.2,2016-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.9,2016-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.7,2016-02-01
-103.81,19.33,"Peñitas, Col.",34.9,2016-02-01
-104.1,18.94,"Radar, Col.",32.7,2016-02-01
-103.87,18.91,"Tecomán, Col.",34.7,2016-02-01
-103.61,19.25,"Buenavista, Col.",33.0,2016-03-01
-103.73,18.76,"Cerro de Ortega, Col.",32.9,2016-03-01
-103.63,18.83,"Callejones, Col.",34.6,2016-03-01
-103.8,19.21,"Coquimatlán, Col.",32.1,2016-03-01
-103.6,19.33,"Cuauhtémoc, Col.",31.0,2016-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.0,2016-03-01
-103.87,19.17,"La Esperanza, Col.",32.8,2016-03-01
-103.77,18.81,"Laguna de Amela, Col.",31.7,2016-03-01
-103.73,19.22,"La Posta, Col.",34.0,2016-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.3,2016-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.3,2016-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.3,2016-03-01
-103.81,19.33,"Peñitas, Col.",34.3,2016-03-01
-104.1,18.94,"Radar, Col.",31.4,2016-03-01
-103.87,18.91,"Tecomán, Col.",34.5,2016-03-01
-103.61,19.25,"Buenavista, Col.",36.4,2016-04-01
-103.73,18.76,"Cerro de Ortega, Col.",33.6,2016-04-01
-103.63,18.83,"Callejones, Col.",36.6,2016-04-01
-103.8,19.21,"Coquimatlán, Col.",34.0,2016-04-01
-103.6,19.33,"Cuauhtémoc, Col.",33.7,2016-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",35.4,2016-04-01
-103.87,19.17,"La Esperanza, Col.",35.1,2016-04-01
-103.77,18.81,"Laguna de Amela, Col.",32.6,2016-04-01
-103.73,19.22,"La Posta, Col.",36.2,2016-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",31.0,2016-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.2,2016-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.8,2016-04-01
-103.81,19.33,"Peñitas, Col.",37.5,2016-04-01
-104.1,18.94,"Radar, Col.",30.2,2016-04-01
-103.87,18.91,"Tecomán, Col.",35.6,2016-04-01
-103.61,19.25,"Buenavista, Col.",37.2,2016-05-01
-103.73,18.76,"Cerro de Ortega, Col.",34.9,2016-05-01
-103.63,18.83,"Callejones, Col.",36.3,2016-05-01
-103.8,19.21,"Coquimatlán, Col.",34.3,2016-05-01
-103.6,19.33,"Cuauhtémoc, Col.",34.0,2016-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.4,2016-05-01
-103.87,19.17,"La Esperanza, Col.",36.0,2016-05-01
-103.77,18.81,"Laguna de Amela, Col.",34.1,2016-05-01
-103.73,19.22,"La Posta, Col.",36.5,2016-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",32.3,2016-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.6,2016-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.9,2016-05-01
-103.81,19.33,"Peñitas, Col.",37.6,2016-05-01
-104.1,18.94,"Radar, Col.",31.0,2016-05-01
-103.87,18.91,"Tecomán, Col.",35.2,2016-05-01
-103.61,19.25,"Buenavista, Col.",35.3,2016-06-01
-103.73,18.76,"Cerro de Ortega, Col.",35.4,2016-06-01
-103.63,18.83,"Callejones, Col.",35.3,2016-06-01
-103.8,19.21,"Coquimatlán, Col.",34.2,2016-06-01
-103.6,19.33,"Cuauhtémoc, Col.",33.0,2016-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.7,2016-06-01
-103.87,19.17,"La Esperanza, Col.",39.8,2016-06-01
-103.77,18.81,"Laguna de Amela, Col.",34.5,2016-06-01
-103.73,19.22,"La Posta, Col.",35.5,2016-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.9,2016-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.4,2016-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.0,2016-06-01
-103.81,19.33,"Peñitas, Col.",35.7,2016-06-01
-104.1,18.94,"Radar, Col.",33.3,2016-06-01
-103.87,18.91,"Tecomán, Col.",36.3,2016-06-01
-103.61,19.25,"Buenavista, Col.",33.4,2016-07-01
-103.73,18.76,"Cerro de Ortega, Col.",35.3,2016-07-01
-103.63,18.83,"Callejones, Col.",37.5,2016-07-01
-103.8,19.21,"Coquimatlán, Col.",33.9,2016-07-01
-103.6,19.33,"Cuauhtémoc, Col.",31.5,2016-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.4,2016-07-01
-103.87,19.17,"La Esperanza, Col.",36.3,2016-07-01
-103.77,18.81,"Laguna de Amela, Col.",34.4,2016-07-01
-103.73,19.22,"La Posta, Col.",35.1,2016-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.3,2016-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.3,2016-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.1,2016-07-01
-103.81,19.33,"Peñitas, Col.",35.4,2016-07-01
-104.1,18.94,"Radar, Col.",34.1,2016-07-01
-103.87,18.91,"Tecomán, Col.",36.9,2016-07-01
-103.61,19.25,"Buenavista, Col.",33.0,2016-08-01
-103.73,18.76,"Cerro de Ortega, Col.",35.1,2016-08-01
-103.63,18.83,"Callejones, Col.",38.5,2016-08-01
-103.8,19.21,"Coquimatlán, Col.",33.6,2016-08-01
-103.6,19.33,"Cuauhtémoc, Col.",31.1,2016-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.3,2016-08-01
-103.87,19.17,"La Esperanza, Col.",35.1,2016-08-01
-103.77,18.81,"Laguna de Amela, Col.",34.0,2016-08-01
-103.73,19.22,"La Posta, Col.",34.5,2016-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.5,2016-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.3,2016-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.1,2016-08-01
-103.81,19.33,"Peñitas, Col.",33.7,2016-08-01
-104.1,18.94,"Radar, Col.",34.0,2016-08-01
-103.87,18.91,"Tecomán, Col.",36.1,2016-08-01
-103.61,19.25,"Buenavista, Col.",33.4,2016-09-01
-103.73,18.76,"Cerro de Ortega, Col.",35.4,2016-09-01
-103.63,18.83,"Callejones, Col.",37.5,2016-09-01
-103.8,19.21,"Coquimatlán, Col.",32.6,2016-09-01
-103.6,19.33,"Cuauhtémoc, Col.",30.2,2016-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.8,2016-09-01
-103.87,19.17,"La Esperanza, Col.",34.4,2016-09-01
-103.77,18.81,"Laguna de Amela, Col.",34.7,2016-09-01
-103.73,19.22,"La Posta, Col.",33.5,2016-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.1,2016-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.3,2016-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.6,2016-09-01
-103.81,19.33,"Peñitas, Col.",32.9,2016-09-01
-104.1,18.94,"Radar, Col.",33.8,2016-09-01
-103.87,18.91,"Tecomán, Col.",36.8,2016-09-01
-103.61,19.25,"Buenavista, Col.",34.2,2016-10-01
-103.73,18.76,"Cerro de Ortega, Col.",36.0,2016-10-01
-103.63,18.83,"Callejones, Col.",38.2,2016-10-01
-103.8,19.21,"Coquimatlán, Col.",34.4,2016-10-01
-103.6,19.33,"Cuauhtémoc, Col.",32.0,2016-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.8,2016-10-01
-103.87,19.17,"La Esperanza, Col.",35.6,2016-10-01
-103.77,18.81,"Laguna de Amela, Col.",35.1,2016-10-01
-103.73,19.22,"La Posta, Col.",34.8,2016-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.1,2016-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.1,2016-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.1,2016-10-01
-103.81,19.33,"Peñitas, Col.",35.0,2016-10-01
-104.1,18.94,"Radar, Col.",34.8,2016-10-01
-103.87,18.91,"Tecomán, Col.",38.5,2016-10-01
-103.61,19.25,"Buenavista, Col.",33.2,2016-11-01
-103.73,18.76,"Cerro de Ortega, Col.",34.3,2016-11-01
-103.63,18.83,"Callejones, Col.",37.0,2016-11-01
-103.8,19.21,"Coquimatlán, Col.",32.9,2016-11-01
-103.6,19.33,"Cuauhtémoc, Col.",30.7,2016-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.1,2016-11-01
-103.87,19.17,"La Esperanza, Col.",33.8,2016-11-01
-103.77,18.81,"Laguna de Amela, Col.",33.3,2016-11-01
-103.73,19.22,"La Posta, Col.",33.8,2016-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.3,2016-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.3,2016-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.1,2016-11-01
-103.81,19.33,"Peñitas, Col.",34.0,2016-11-01
-104.1,18.94,"Radar, Col.",33.1,2016-11-01
-103.87,18.91,"Tecomán, Col.",37.3,2016-11-01
-103.61,19.25,"Buenavista, Col.",33.6,2016-12-01
-103.73,18.76,"Cerro de Ortega, Col.",33.6,2016-12-01
-103.63,18.83,"Callejones, Col.",33.6,2016-12-01
-103.8,19.21,"Coquimatlán, Col.",33.6,2016-12-01
-103.6,19.33,"Cuauhtémoc, Col.",33.6,2016-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.6,2016-12-01
-103.87,19.17,"La Esperanza, Col.",33.6,2016-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.6,2016-12-01
-103.73,19.22,"La Posta, Col.",33.6,2016-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",33.6,2016-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",33.6,2016-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",33.6,2016-12-01
-103.81,19.33,"Peñitas, Col.",33.6,2016-12-01
-104.1,18.94,"Radar, Col.",33.6,2016-12-01
-103.87,18.91,"Tecomán, Col.",33.6,2016-12-01
-103.61,19.25,"Buenavista, Col.",32.8,2017-01-01
-103.73,18.76,"Cerro de Ortega, Col.",33.6,2017-01-01
-103.63,18.83,"Callejones, Col.",35.4,2017-01-01
-103.8,19.21,"Coquimatlán, Col.",32.4,2017-01-01
-103.6,19.33,"Cuauhtémoc, Col.",30.4,2017-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.2,2017-01-01
-103.87,19.17,"La Esperanza, Col.",34.0,2017-01-01
-103.77,18.81,"Laguna de Amela, Col.",32.5,2017-01-01
-103.73,19.22,"La Posta, Col.",33.6,2017-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.4,2017-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.5,2017-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.1,2017-01-01
-103.81,19.33,"Peñitas, Col.",34.8,2017-01-01
-104.1,18.94,"Radar, Col.",31.8,2017-01-01
-103.87,18.91,"Tecomán, Col.",35.4,2017-01-01
-103.61,19.25,"Buenavista, Col.",33.5,2017-02-01
-103.73,18.76,"Cerro de Ortega, Col.",33.0,2017-02-01
-103.63,18.83,"Callejones, Col.",35.1,2017-02-01
-103.8,19.21,"Coquimatlán, Col.",32.5,2017-02-01
-103.6,19.33,"Cuauhtémoc, Col.",31.3,2017-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",31.8,2017-02-01
-103.87,19.17,"La Esperanza, Col.",33.8,2017-02-01
-103.77,18.81,"Laguna de Amela, Col.",32.1,2017-02-01
-103.73,19.22,"La Posta, Col.",33.9,2017-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.6,2017-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.0,2017-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.5,2017-02-01
-103.81,19.33,"Peñitas, Col.",34.7,2017-02-01
-104.1,18.94,"Radar, Col.",30.8,2017-02-01
-103.87,18.91,"Tecomán, Col.",35.1,2017-02-01
-103.61,19.25,"Buenavista, Col.",35.1,2017-03-01
-103.73,18.76,"Cerro de Ortega, Col.",33.6,2017-03-01
-103.63,18.83,"Callejones, Col.",36.5,2017-03-01
-103.8,19.21,"Coquimatlán, Col.",33.6,2017-03-01
-103.6,19.33,"Cuauhtémoc, Col.",32.1,2017-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.9,2017-03-01
-103.87,19.17,"La Esperanza, Col.",34.8,2017-03-01
-103.77,18.81,"Laguna de Amela, Col.",32.7,2017-03-01
-103.73,19.22,"La Posta, Col.",35.2,2017-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",30.2,2017-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.3,2017-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.1,2017-03-01
-103.81,19.33,"Peñitas, Col.",36.5,2017-03-01
-104.1,18.94,"Radar, Col.",32.0,2017-03-01
-103.87,18.91,"Tecomán, Col.",35.3,2017-03-01
-103.61,19.25,"Buenavista, Col.",34.1,2017-04-01
-103.73,18.76,"Cerro de Ortega, Col.",32.3,2017-04-01
-103.63,18.83,"Callejones, Col.",35.6,2017-04-01
-103.8,19.21,"Coquimatlán, Col.",33.3,2017-04-01
-103.6,19.33,"Cuauhtémoc, Col.",31.5,2017-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.4,2017-04-01
-103.87,19.17,"La Esperanza, Col.",34.2,2017-04-01
-103.77,18.81,"Laguna de Amela, Col.",31.3,2017-04-01
-103.73,19.22,"La Posta, Col.",35.0,2017-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.9,2017-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",26.8,2017-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.9,2017-04-01
-103.81,19.33,"Peñitas, Col.",36.1,2017-04-01
-104.1,18.94,"Radar, Col.",30.7,2017-04-01
-103.87,18.91,"Tecomán, Col.",34.0,2017-04-01
-103.61,19.25,"Buenavista, Col.",35.3,2017-05-01
-103.73,18.76,"Cerro de Ortega, Col.",33.2,2017-05-01
-103.63,18.83,"Callejones, Col.",35.9,2017-05-01
-103.8,19.21,"Coquimatlán, Col.",33.9,2017-05-01
-103.6,19.33,"Cuauhtémoc, Col.",31.3,2017-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.5,2017-05-01
-103.87,19.17,"La Esperanza, Col.",35.1,2017-05-01
-103.77,18.81,"Laguna de Amela, Col.",31.7,2017-05-01
-103.73,19.22,"La Posta, Col.",35.6,2017-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",30.5,2017-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",27.6,2017-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.6,2017-05-01
-103.81,19.33,"Peñitas, Col.",37.1,2017-05-01
-104.1,18.94,"Radar, Col.",32.2,2017-05-01
-103.87,18.91,"Tecomán, Col.",34.3,2017-05-01
-103.61,19.25,"Buenavista, Col.",34.8,2017-06-01
-103.73,18.76,"Cerro de Ortega, Col.",34.3,2017-06-01
-103.63,18.83,"Callejones, Col.",35.6,2017-06-01
-103.8,19.21,"Coquimatlán, Col.",33.4,2017-06-01
-103.6,19.33,"Cuauhtémoc, Col.",31.2,2017-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.9,2017-06-01
-103.87,19.17,"La Esperanza, Col.",34.6,2017-06-01
-103.77,18.81,"Laguna de Amela, Col.",33.0,2017-06-01
-103.73,19.22,"La Posta, Col.",34.7,2017-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.4,2017-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.3,2017-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.4,2017-06-01
-103.81,19.33,"Peñitas, Col.",35.8,2017-06-01
-104.1,18.94,"Radar, Col.",34.5,2017-06-01
-103.87,18.91,"Tecomán, Col.",35.2,2017-06-01
-103.61,19.25,"Buenavista, Col.",32.7,2017-07-01
-103.73,18.76,"Cerro de Ortega, Col.",35.4,2017-07-01
-103.63,18.83,"Callejones, Col.",37.3,2017-07-01
-103.8,19.21,"Coquimatlán, Col.",33.7,2017-07-01
-103.6,19.33,"Cuauhtémoc, Col.",31.9,2017-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.0,2017-07-01
-103.87,19.17,"La Esperanza, Col.",35.2,2017-07-01
-103.77,18.81,"Laguna de Amela, Col.",34.4,2017-07-01
-103.73,19.22,"La Posta, Col.",34.8,2017-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.7,2017-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",32.7,2017-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",34.7,2017-07-01
