Lon,Lat,Est,Tmed,Fecha
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.6,2015-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.7,2015-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.8,2015-04-01
-103.81,19.33,"Peñitas, Col.",27.7,2015-04-01
-104.1,18.94,"Radar, Col.",26.1,2015-04-01
-103.87,18.91,"Tecomán, Col.",27.7,2015-04-01
-103.61,19.25,"Buenavista, Col.",28.0,2015-05-01
-103.73,18.76,"Cerro de Ortega, Col.",28.6,2015-05-01
-103.63,18.83,"Callejones, Col.",31.2,2015-05-01
-103.8,19.21,"Coquimatlán, Col.",28.2,2015-05-01
-103.6,19.33,"Cuauhtémoc, Col.",27.0,2015-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.2,2015-05-01
-103.87,19.17,"La Esperanza, Col.",28.2,2015-05-01
-103.77,18.81,"Laguna de Amela, Col.",28.3,2015-05-01
-103.73,19.22,"La Posta, Col.",28.8,2015-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",26.3,2015-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",26.8,2015-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",28.8,2015-05-01
-103.81,19.33,"Peñitas, Col.",29.5,2015-05-01
-104.1,18.94,"Radar, Col.",27.9,2015-05-01
-103.87,18.91,"Tecomán, Col.",28.9,2015-05-01
-103.61,19.25,"Buenavista, Col.",29.0,2015-06-01
-103.73,18.76,"Cerro de Ortega, Col.",29.0,2015-06-01
-103.63,18.83,"Callejones, Col.",29.0,2015-06-01
-103.8,19.21,"Coquimatlán, Col.",29.0,2015-06-01
-103.6,19.33,"Cuauhtémoc, Col.",29.0,2015-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",29.0,2015-06-01
-103.87,19.17,"La Esperanza, Col.",29.0,2015-06-01
-103.77,18.81,"Laguna de Amela, Col.",29.0,2015-06-01
-103.73,19.22,"La Posta, Col.",29.0,2015-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.0,2015-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.0,2015-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.0,2015-06-01
-103.81,19.33,"Peñitas, Col.",29.0,2015-06-01
-104.1,18.94,"Radar, Col.",29.0,2015-06-01
-103.87,18.91,"Tecomán, Col.",29.0,2015-06-01
-103.61,19.25,"Buenavista, Col.",26.5,2015-07-01
-103.73,18.76,"Cerro de Ortega, Col.",29.1,2015-07-01
-103.63,18.83,"Callejones, Col.",30.8,2015-07-01
-103.8,19.21,"Coquimatlán, Col.",28.3,2015-07-01
-103.6,19.33,"Cuauhtémoc, Col.",26.5,2015-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.8,2015-07-01
-103.87,19.17,"La Esperanza, Col.",28.7,2015-07-01
-103.77,18.81,"Laguna de Amela, Col.",28.6,2015-07-01
-103.73,19.22,"La Posta, Col.",28.3,2015-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.6,2015-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.4,2015-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.3,2015-07-01
-103.81,19.33,"Peñitas, Col.",28.1,2015-07-01
-104.1,18.94,"Radar, Col.",29.5,2015-07-01
-103.87,18.91,"Tecomán, Col.",29.2,2015-07-01
-103.61,19.25,"Buenavista, Col.",26.8,2015-08-01
-103.73,18.76,"Cerro de Ortega, Col.",29.8,2015-08-01
-103.63,18.83,"Callejones, Col.",30.7,2015-08-01
-103.8,19.21,"Coquimatlán, Col.",28.6,2015-08-01
-103.6,19.33,"Cuauhtémoc, Col.",26.7,2015-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",29.4,2015-08-01
-103.87,19.17,"La Esperanza, Col.",28.8,2015-08-01
-103.77,18.81,"Laguna de Amela, Col.",29.5,2015-08-01
-103.73,19.22,"La Posta, Col.",28.5,2015-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.6,2015-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.1,2015-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.5,2015-08-01
-103.81,19.33,"Peñitas, Col.",28.7,2015-08-01
-104.1,18.94,"Radar, Col.",30.1,2015-08-01
-103.87,18.91,"Tecomán, Col.",29.4,2015-08-01
-103.61,19.25,"Buenavista, Col.",26.4,2015-09-01
-103.73,18.76,"Cerro de Ortega, Col.",29.9,2015-09-01
-103.63,18.83,"Callejones, Col.",30.4,2015-09-01
-103.8,19.21,"Coquimatlán, Col.",28.0,2015-09-01
-103.6,19.33,"Cuauhtémoc, Col.",26.2,2015-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.7,2015-09-01
-103.87,19.17,"La Esperanza, Col.",28.2,2015-09-01
-103.77,18.81,"Laguna de Amela, Col.",29.5,2015-09-01
-103.73,19.22,"La Posta, Col.",27.8,2015-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.0,2015-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.9,2015-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.1,2015-09-01
-103.81,19.33,"Peñitas, Col.",28.4,2015-09-01
-104.1,18.94,"Radar, Col.",29.7,2015-09-01
-103.87,18.91,"Tecomán, Col.",28.3,2015-09-01
-103.61,19.25,"Buenavista, Col.",26.5,2015-10-01
-103.73,18.76,"Cerro de Ortega, Col.",29.5,2015-10-01
-103.63,18.83,"Callejones, Col.",29.8,2015-10-01
-103.8,19.21,"Coquimatlán, Col.",27.9,2015-10-01
-103.6,19.33,"Cuauhtémoc, Col.",26.2,2015-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.5,2015-10-01
-103.87,19.17,"La Esperanza, Col.",28.1,2015-10-01
-103.77,18.81,"Laguna de Amela, Col.",29.2,2015-10-01
-103.73,19.22,"La Posta, Col.",27.4,2015-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.3,2015-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.9,2015-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.9,2015-10-01
-103.81,19.33,"Peñitas, Col.",28.0,2015-10-01
-104.1,18.94,"Radar, Col.",29.5,2015-10-01
-103.87,18.91,"Tecomán, Col.",28.1,2015-10-01
-103.61,19.25,"Buenavista, Col.",25.7,2015-11-01
-103.73,18.76,"Cerro de Ortega, Col.",29.2,2015-11-01
-103.63,18.83,"Callejones, Col.",29.4,2015-11-01
-103.8,19.21,"Coquimatlán, Col.",27.6,2015-11-01
-103.6,19.33,"Cuauhtémoc, Col.",25.9,2015-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.5,2015-11-01
-103.87,19.17,"La Esperanza, Col.",27.6,2015-11-01
-103.77,18.81,"Laguna de Amela, Col.",28.8,2015-11-01
-103.73,19.22,"La Posta, Col.",27.6,2015-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.3,2015-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.4,2015-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.7,2015-11-01
-103.81,19.33,"Peñitas, Col.",27.8,2015-11-01
-104.1,18.94,"Radar, Col.",29.7,2015-11-01
-103.87,18.91,"Tecomán, Col.",27.7,2015-11-01
-103.61,19.25,"Buenavista, Col.",31.5,2015-12-01
-103.73,18.76,"Cerro de Ortega, Col.",34.0,2015-12-01
-103.63,18.83,"Callejones, Col.",35.5,2015-12-01
-103.8,19.21,"Coquimatlán, Col.",32.6,2015-12-01
-103.6,19.33,"Cuauhtémoc, Col.",29.9,2015-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",34.6,2015-12-01
-103.87,19.17,"La Esperanza, Col.",33.0,2015-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.3,2015-12-01
-103.73,19.22,"La Posta, Col.",32.9,2015-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",27.8,2015-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",31.7,2015-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",32.5,2015-12-01
-103.81,19.33,"Peñitas, Col.",32.6,2015-12-01
-104.1,18.94,"Radar, Col.",33.3,2015-12-01
-103.87,18.91,"Tecomán, Col.",33.5,2015-12-01
-103.61,19.25,"Buenavista, Col.",22.3,2016-01-01
-103.73,18.76,"Cerro de Ortega, Col.",25.7,2016-01-01
-103.63,18.83,"Callejones, Col.",27.1,2016-01-01
-103.8,19.21,"Coquimatlán, Col.",24.4,2016-01-01
-103.6,19.33,"Cuauhtémoc, Col.",22.1,2016-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",25.2,2016-01-01
-103.87,19.17,"La Esperanza, Col.",23.2,2016-01-01
-103.77,18.81,"Laguna de Amela, Col.",25.0,2016-01-01
-103.73,19.22,"La Posta, Col.",24.1,2016-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",22.5,2016-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.2,2016-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.5,2016-01-01
-103.81,19.33,"Peñitas, Col.",24.2,2016-01-01
-104.1,18.94,"Radar, Col.",25.3,2016-01-01
-103.87,18.91,"Tecomán, Col.",26.0,2016-01-01
-103.61,19.25,"Buenavista, Col.",24.4,2016-02-01
-103.73,18.76,"Cerro de Ortega, Col.",26.5,2016-02-01
-103.63,18.83,"Callejones, Col.",27.7,2016-02-01
-103.8,19.21,"Coquimatlán, Col.",26.0,2016-02-01
-103.6,19.33,"Cuauhtémoc, Col.",24.2,2016-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",26.2,2016-02-01
-103.87,19.17,"La Esperanza, Col.",24.7,2016-02-01
-103.77,18.81,"Laguna de Amela, Col.",26.0,2016-02-01
-103.73,19.22,"La Posta, Col.",26.0,2016-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.5,2016-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.3,2016-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",27.4,2016-02-01
-103.81,19.33,"Peñitas, Col.",26.8,2016-02-01
-104.1,18.94,"Radar, Col.",26.4,2016-02-01
-103.87,18.91,"Tecomán, Col.",27.2,2016-02-01
-103.61,19.25,"Buenavista, Col.",24.0,2016-03-01
-103.73,18.76,"Cerro de Ortega, Col.",25.0,2016-03-01
-103.63,18.83,"Callejones, Col.",26.2,2016-03-01
-103.8,19.21,"Coquimatlán, Col.",24.7,2016-03-01
-103.6,19.33,"Cuauhtémoc, Col.",24.3,2016-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",25.1,2016-03-01
-103.87,19.17,"La Esperanza, Col.",23.8,2016-03-01
-103.77,18.81,"Laguna de Amela, Col.",24.3,2016-03-01
-103.73,19.22,"La Posta, Col.",25.1,2016-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",23.8,2016-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.5,2016-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.6,2016-03-01
-103.81,19.33,"Peñitas, Col.",25.9,2016-03-01
-104.1,18.94,"Radar, Col.",24.6,2016-03-01
-103.87,18.91,"Tecomán, Col.",26.5,2016-03-01
-103.61,19.25,"Buenavista, Col.",26.7,2016-04-01
-103.73,18.76,"Cerro de Ortega, Col.",26.2,2016-04-01
-103.63,18.83,"Callejones, Col.",27.9,2016-04-01
-103.8,19.21,"Coquimatlán, Col.",26.2,2016-04-01
-103.6,19.33,"Cuauhtémoc, Col.",26.6,2016-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",26.2,2016-04-01
-103.87,19.17,"La Esperanza, Col.",25.5,2016-04-01
-103.77,18.81,"Laguna de Amela, Col.",25.6,2016-04-01
-103.73,19.22,"La Posta, Col.",27.3,2016-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",26.4,2016-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.6,2016-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.2,2016-04-01
-103.81,19.33,"Peñitas, Col.",28.4,2016-04-01
-104.1,18.94,"Radar, Col.",24.7,2016-04-01
-103.87,18.91,"Tecomán, Col.",27.4,2016-04-01
-103.61,19.25,"Buenavista, Col.",28.3,2016-05-01
-103.73,18.76,"Cerro de Ortega, Col.",27.2,2016-05-01
-103.63,18.83,"Callejones, Col.",29.0,2016-05-01
-103.8,19.21,"Coquimatlán, Col.",27.6,2016-05-01
-103.6,19.33,"Cuauhtémoc, Col.",27.6,2016-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.2,2016-05-01
-103.87,19.17,"La Esperanza, Col.",27.6,2016-05-01
-103.77,18.81,"Laguna de Amela, Col.",26.7,2016-05-01
-103.73,19.22,"La Posta, Col.",28.6,2016-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",27.2,2016-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",25.0,2016-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",27.1,2016-05-01
-103.81,19.33,"Peñitas, Col.",29.3,2016-05-01
-104.1,18.94,"Radar, Col.",26.3,2016-05-01
-103.87,18.91,"Tecomán, Col.",28.5,2016-05-01
-103.61,19.25,"Buenavista, Col.",27.9,2016-06-01
-103.73,18.76,"Cerro de Ortega, Col.",29.4,2016-06-01
-103.63,18.83,"Callejones, Col.",29.6,2016-06-01
-103.8,19.21,"Coquimatlán, Col.",28.4,2016-06-01
-103.6,19.33,"Cuauhtémoc, Col.",26.9,2016-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.7,2016-06-01
-103.87,19.17,"La Esperanza, Col.",30.9,2016-06-01
-103.77,18.81,"Laguna de Amela, Col.",29.0,2016-06-01
-103.73,19.22,"La Posta, Col.",28.7,2016-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.8,2016-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",27.9,2016-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.4,2016-06-01
-103.81,19.33,"Peñitas, Col.",29.1,2016-06-01
-104.1,18.94,"Radar, Col.",28.4,2016-06-01
-103.87,18.91,"Tecomán, Col.",30.1,2016-06-01
-103.61,19.25,"Buenavista, Col.",27.0,2016-07-01
-103.73,18.76,"Cerro de Ortega, Col.",29.5,2016-07-01
-103.63,18.83,"Callejones, Col.",31.0,2016-07-01
-103.8,19.21,"Coquimatlán, Col.",28.3,2016-07-01
-103.6,19.33,"Cuauhtémoc, Col.",26.0,2016-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.2,2016-07-01
-103.87,19.17,"La Esperanza, Col.",28.8,2016-07-01
-103.77,18.81,"Laguna de Amela, Col.",29.0,2016-07-01
-103.73,19.22,"La Posta, Col.",28.5,2016-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.3,2016-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.7,2016-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.1,2016-07-01
-103.81,19.33,"Peñitas, Col.",28.8,2016-07-01
-104.1,18.94,"Radar, Col.",29.3,2016-07-01
-103.87,18.91,"Tecomán, Col.",30.7,2016-07-01
-103.61,19.25,"Buenavista, Col.",26.7,2016-08-01
-103.73,18.76,"Cerro de Ortega, Col.",28.8,2016-08-01
-103.63,18.83,"Callejones, Col.",31.6,2016-08-01
-103.8,19.21,"Coquimatlán, Col.",27.8,2016-08-01
-103.6,19.33,"Cuauhtémoc, Col.",26.0,2016-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.6,2016-08-01
-103.87,19.17,"La Esperanza, Col.",28.1,2016-08-01
-103.77,18.81,"Laguna de Amela, Col.",28.0,2016-08-01
-103.73,19.22,"La Posta, Col.",28.0,2016-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.0,2016-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.7,2016-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.1,2016-08-01
-103.81,19.33,"Peñitas, Col.",27.9,2016-08-01
-104.1,18.94,"Radar, Col.",29.4,2016-08-01
-103.87,18.91,"Tecomán, Col.",30.1,2016-08-01
-103.61,19.25,"Buenavista, Col.",26.7,2016-09-01
-103.73,18.76,"Cerro de Ortega, Col.",29.4,2016-09-01
-103.63,18.83,"Callejones, Col.",30.7,2016-09-01
-103.8,19.21,"Coquimatlán, Col.",27.3,2016-09-01
-103.6,19.33,"Cuauhtémoc, Col.",25.2,2016-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.2,2016-09-01
-103.87,19.17,"La Esperanza, Col.",27.5,2016-09-01
-103.77,18.81,"Laguna de Amela, Col.",29.0,2016-09-01
-103.73,19.22,"La Posta, Col.",27.6,2016-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.8,2016-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.6,2016-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.8,2016-09-01
-103.81,19.33,"Peñitas, Col.",27.3,2016-09-01
-104.1,18.94,"Radar, Col.",28.9,2016-09-01
-103.87,18.91,"Tecomán, Col.",30.1,2016-09-01
-103.61,19.25,"Buenavista, Col.",27.2,2016-10-01
-103.73,18.76,"Cerro de Ortega, Col.",29.5,2016-10-01
-103.63,18.83,"Callejones, Col.",31.3,2016-10-01
-103.8,19.21,"Coquimatlán, Col.",28.6,2016-10-01
-103.6,19.33,"Cuauhtémoc, Col.",26.5,2016-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",28.4,2016-10-01
-103.87,19.17,"La Esperanza, Col.",28.5,2016-10-01
-103.77,18.81,"Laguna de Amela, Col.",29.0,2016-10-01
-103.73,19.22,"La Posta, Col.",28.3,2016-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.4,2016-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.6,2016-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.2,2016-10-01
-103.81,19.33,"Peñitas, Col.",28.6,2016-10-01
-104.1,18.94,"Radar, Col.",29.8,2016-10-01
-103.87,18.91,"Tecomán, Col.",31.7,2016-10-01
-103.61,19.25,"Buenavista, Col.",25.6,2016-11-01
-103.73,18.76,"Cerro de Ortega, Col.",28.1,2016-11-01
-103.63,18.83,"Callejones, Col.",30.0,2016-11-01
-103.8,19.21,"Coquimatlán, Col.",27.1,2016-11-01
-103.6,19.33,"Cuauhtémoc, Col.",25.2,2016-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",26.7,2016-11-01
-103.87,19.17,"La Esperanza, Col.",26.4,2016-11-01
-103.77,18.81,"Laguna de Amela, Col.",27.6,2016-11-01
-103.73,19.22,"La Posta, Col.",26.9,2016-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.5,2016-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",27.3,2016-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",28.5,2016-11-01
-103.81,19.33,"Peñitas, Col.",27.3,2016-11-01
-104.1,18.94,"Radar, Col.",28.0,2016-11-01
-103.87,18.91,"Tecomán, Col.",30.0,2016-11-01
-103.61,19.25,"Buenavista, Col.",33.3,2016-12-01
-103.73,18.76,"Cerro de Ortega, Col.",34.0,2016-12-01
-103.63,18.83,"Callejones, Col.",36.5,2016-12-01
-103.8,19.21,"Coquimatlán, Col.",33.3,2016-12-01
-103.6,19.33,"Cuauhtémoc, Col.",30.1,2016-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",32.5,2016-12-01
-103.87,19.17,"La Esperanza, Col.",34.3,2016-12-01
-103.77,18.81,"Laguna de Amela, Col.",33.2,2016-12-01
-103.73,19.22,"La Posta, Col.",34.2,2016-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",29.1,2016-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",30.0,2016-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.7,2016-12-01
-103.81,19.33,"Peñitas, Col.",35.0,2016-12-01
-104.1,18.94,"Radar, Col.",32.5,2016-12-01
-103.87,18.91,"Tecomán, Col.",36.4,2016-12-01
-103.61,19.25,"Buenavista, Col.",23.6,2017-01-01
-103.73,18.76,"Cerro de Ortega, Col.",25.4,2017-01-01
-103.63,18.83,"Callejones, Col.",26.9,2017-01-01
-103.8,19.21,"Coquimatlán, Col.",25.0,2017-01-01
-103.6,19.33,"Cuauhtémoc, Col.",23.7,2017-01-01
-103.88,19.11,"Presa derivadora Jala, Col.",24.2,2017-01-01
-103.87,19.17,"La Esperanza, Col.",24.0,2017-01-01
-103.77,18.81,"Laguna de Amela, Col.",24.9,2017-01-01
-103.73,19.22,"La Posta, Col.",25.0,2017-01-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",23.7,2017-01-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.9,2017-01-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.5,2017-01-01
-103.81,19.33,"Peñitas, Col.",26.4,2017-01-01
-104.1,18.94,"Radar, Col.",25.5,2017-01-01
-103.87,18.91,"Tecomán, Col.",27.3,2017-01-01
-103.61,19.25,"Buenavista, Col.",24.1,2017-02-01
-103.73,18.76,"Cerro de Ortega, Col.",24.7,2017-02-01
-103.63,18.83,"Callejones, Col.",26.5,2017-02-01
-103.8,19.21,"Coquimatlán, Col.",25.0,2017-02-01
-103.6,19.33,"Cuauhtémoc, Col.",24.2,2017-02-01
-103.88,19.11,"Presa derivadora Jala, Col.",23.9,2017-02-01
-103.87,19.17,"La Esperanza, Col.",24.0,2017-02-01
-103.77,18.81,"Laguna de Amela, Col.",24.3,2017-02-01
-103.73,19.22,"La Posta, Col.",25.5,2017-02-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.1,2017-02-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.4,2017-02-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.7,2017-02-01
-103.81,19.33,"Peñitas, Col.",26.4,2017-02-01
-104.1,18.94,"Radar, Col.",24.3,2017-02-01
-103.87,18.91,"Tecomán, Col.",26.8,2017-02-01
-103.61,19.25,"Buenavista, Col.",26.3,2017-03-01
-103.73,18.76,"Cerro de Ortega, Col.",25.5,2017-03-01
-103.63,18.83,"Callejones, Col.",28.1,2017-03-01
-103.8,19.21,"Coquimatlán, Col.",26.5,2017-03-01
-103.6,19.33,"Cuauhtémoc, Col.",25.8,2017-03-01
-103.88,19.11,"Presa derivadora Jala, Col.",25.1,2017-03-01
-103.87,19.17,"La Esperanza, Col.",25.3,2017-03-01
-103.77,18.81,"Laguna de Amela, Col.",25.1,2017-03-01
-103.73,19.22,"La Posta, Col.",27.2,2017-03-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.7,2017-03-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",24.1,2017-03-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",26.5,2017-03-01
-103.81,19.33,"Peñitas, Col.",28.2,2017-03-01
-104.1,18.94,"Radar, Col.",25.7,2017-03-01
-103.87,18.91,"Tecomán, Col.",27.6,2017-03-01
-103.61,19.25,"Buenavista, Col.",24.7,2017-04-01
-103.73,18.76,"Cerro de Ortega, Col.",24.4,2017-04-01
-103.63,18.83,"Callejones, Col.",26.8,2017-04-01
-103.8,19.21,"Coquimatlán, Col.",25.2,2017-04-01
-103.6,19.33,"Cuauhtémoc, Col.",25.1,2017-04-01
-103.88,19.11,"Presa derivadora Jala, Col.",23.6,2017-04-01
-103.87,19.17,"La Esperanza, Col.",23.9,2017-04-01
-103.77,18.81,"Laguna de Amela, Col.",24.0,2017-04-01
-103.73,19.22,"La Posta, Col.",26.0,2017-04-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.4,2017-04-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",22.6,2017-04-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.1,2017-04-01
-103.81,19.33,"Peñitas, Col.",27.0,2017-04-01
-104.1,18.94,"Radar, Col.",24.0,2017-04-01
-103.87,18.91,"Tecomán, Col.",26.1,2017-04-01
-103.61,19.25,"Buenavista, Col.",26.5,2017-05-01
-103.73,18.76,"Cerro de Ortega, Col.",26.5,2017-05-01
-103.63,18.83,"Callejones, Col.",28.2,2017-05-01
-103.8,19.21,"Coquimatlán, Col.",26.7,2017-05-01
-103.6,19.33,"Cuauhtémoc, Col.",25.3,2017-05-01
-103.88,19.11,"Presa derivadora Jala, Col.",25.2,2017-05-01
-103.87,19.17,"La Esperanza, Col.",25.9,2017-05-01
-103.77,18.81,"Laguna de Amela, Col.",25.6,2017-05-01
-103.73,19.22,"La Posta, Col.",27.6,2017-05-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",26.0,2017-05-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",23.8,2017-05-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",25.6,2017-05-01
-103.81,19.33,"Peñitas, Col.",28.6,2017-05-01
-104.1,18.94,"Radar, Col.",25.8,2017-05-01
-103.87,18.91,"Tecomán, Col.",27.5,2017-05-01
-103.61,19.25,"Buenavista, Col.",28.3,2017-06-01
-103.73,18.76,"Cerro de Ortega, Col.",29.4,2017-06-01
-103.63,18.83,"Callejones, Col.",29.6,2017-06-01
-103.8,19.21,"Coquimatlán, Col.",28.3,2017-06-01
-103.6,19.33,"Cuauhtémoc, Col.",25.7,2017-06-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.7,2017-06-01
-103.87,19.17,"La Esperanza, Col.",28.3,2017-06-01
-103.77,18.81,"Laguna de Amela, Col.",28.8,2017-06-01
-103.73,19.22,"La Posta, Col.",28.7,2017-06-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.6,2017-06-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.0,2017-06-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.0,2017-06-01
-103.81,19.33,"Peñitas, Col.",29.6,2017-06-01
-104.1,18.94,"Radar, Col.",29.2,2017-06-01
-103.87,18.91,"Tecomán, Col.",29.9,2017-06-01
-103.61,19.25,"Buenavista, Col.",26.4,2017-07-01
-103.73,18.76,"Cerro de Ortega, Col.",29.5,2017-07-01
-103.63,18.83,"Callejones, Col.",30.9,2017-07-01
-103.8,19.21,"Coquimatlán, Col.",28.0,2017-07-01
-103.6,19.33,"Cuauhtémoc, Col.",26.1,2017-07-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.9,2017-07-01
-103.87,19.17,"La Esperanza, Col.",28.0,2017-07-01
-103.77,18.81,"Laguna de Amela, Col.",28.6,2017-07-01
