Lon,Lat,Est,Tmed,Fecha
-103.73,19.22,"La Posta, Col.",28.3,2017-07-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.0,2017-07-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.0,2017-07-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.3,2017-07-01
-103.81,19.33,"Peñitas, Col.",28.5,2017-07-01
-104.1,18.94,"Radar, Col.",29.7,2017-07-01
-103.87,18.91,"Tecomán, Col.",30.6,2017-07-01
-103.61,19.25,"Buenavista, Col.",26.5,2017-08-01
-103.73,18.76,"Cerro de Ortega, Col.",28.9,2017-08-01
-103.63,18.83,"Callejones, Col.",30.2,2017-08-01
-103.8,19.21,"Coquimatlán, Col.",28.0,2017-08-01
-103.6,19.33,"Cuauhtémoc, Col.",26.0,2017-08-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.6,2017-08-01
-103.87,19.17,"La Esperanza, Col.",27.7,2017-08-01
-103.77,18.81,"Laguna de Amela, Col.",28.4,2017-08-01
-103.73,19.22,"La Posta, Col.",28.1,2017-08-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.8,2017-08-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",29.2,2017-08-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",30.0,2017-08-01
-103.81,19.33,"Peñitas, Col.",27.7,2017-08-01
-104.1,18.94,"Radar, Col.",29.0,2017-08-01
-103.87,18.91,"Tecomán, Col.",29.9,2017-08-01
-103.61,19.25,"Buenavista, Col.",25.4,2017-09-01
-103.73,18.76,"Cerro de Ortega, Col.",28.5,2017-09-01
-103.63,18.83,"Callejones, Col.",29.7,2017-09-01
-103.8,19.21,"Coquimatlán, Col.",27.0,2017-09-01
-103.6,19.33,"Cuauhtémoc, Col.",26.0,2017-09-01
-103.88,19.11,"Presa derivadora Jala, Col.",26.6,2017-09-01
-103.87,19.17,"La Esperanza, Col.",27.3,2017-09-01
-103.77,18.81,"Laguna de Amela, Col.",27.9,2017-09-01
-103.73,19.22,"La Posta, Col.",27.0,2017-09-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.1,2017-09-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.5,2017-09-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",28.7,2017-09-01
-103.81,19.33,"Peñitas, Col.",27.0,2017-09-01
-104.1,18.94,"Radar, Col.",28.1,2017-09-01
-103.87,18.91,"Tecomán, Col.",29.7,2017-09-01
-103.61,19.25,"Buenavista, Col.",26.4,2017-10-01
-103.73,18.76,"Cerro de Ortega, Col.",29.0,2017-10-01
-103.63,18.83,"Callejones, Col.",30.0,2017-10-01
-103.8,19.21,"Coquimatlán, Col.",27.5,2017-10-01
-103.6,19.33,"Cuauhtémoc, Col.",25.6,2017-10-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.5,2017-10-01
-103.87,19.17,"La Esperanza, Col.",27.8,2017-10-01
-103.77,18.81,"Laguna de Amela, Col.",28.6,2017-10-01
-103.73,19.22,"La Posta, Col.",27.7,2017-10-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",25.1,2017-10-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",28.7,2017-10-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",29.6,2017-10-01
-103.81,19.33,"Peñitas, Col.",27.5,2017-10-01
-104.1,18.94,"Radar, Col.",29.4,2017-10-01
-103.87,18.91,"Tecomán, Col.",30.5,2017-10-01
-103.61,19.25,"Buenavista, Col.",25.9,2017-11-01
-103.73,18.76,"Cerro de Ortega, Col.",28.0,2017-11-01
-103.63,18.83,"Callejones, Col.",29.8,2017-11-01
-103.8,19.21,"Coquimatlán, Col.",27.6,2017-11-01
-103.6,19.33,"Cuauhtémoc, Col.",25.1,2017-11-01
-103.88,19.11,"Presa derivadora Jala, Col.",27.1,2017-11-01
-103.87,19.17,"La Esperanza, Col.",27.3,2017-11-01
-103.77,18.81,"Laguna de Amela, Col.",27.5,2017-11-01
-103.73,19.22,"La Posta, Col.",27.4,2017-11-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",24.8,2017-11-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",27.9,2017-11-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",28.8,2017-11-01
-103.81,19.33,"Peñitas, Col.",27.8,2017-11-01
-104.1,18.94,"Radar, Col.",28.5,2017-11-01
-103.87,18.91,"Tecomán, Col.",30.0,2017-11-01
-103.61,19.25,"Buenavista, Col.",32.7,2017-12-01
-103.73,18.76,"Cerro de Ortega, Col.",33.3,2017-12-01
-103.63,18.83,"Callejones, Col.",35.6,2017-12-01
-103.8,19.21,"Coquimatlán, Col.",32.7,2017-12-01
-103.6,19.33,"Cuauhtémoc, Col.",30.0,2017-12-01
-103.88,19.11,"Presa derivadora Jala, Col.",33.5,2017-12-01
-103.87,19.17,"La Esperanza, Col.",34.2,2017-12-01
-103.77,18.81,"Laguna de Amela, Col.",32.7,2017-12-01
-103.73,19.22,"La Posta, Col.",33.0,2017-12-01
-103.58,19.28,"Aeropuerto Nacional de Colima, Col.*",28.2,2017-12-01
-104.56,19.15,"Aeropuerto Internacional de Manzanillo-Costalegre, Col.*",30.6,2017-12-01
-104.32,19.04,"Observatorio de Manzanillo, Col.",31.6,2017-12-01
-103.81,19.33,"Peñitas, Col.",33.3,2017-12-01
-104.1,18.94,"Radar, Col.",32.6,2017-12-01
-103.87,18.91,"Tecomán, Col.",35.6,2017-12-01
-103.61,19.24,BUENAVISTA,23.7,2018-01-01
-103.63,18.81,CALLEJONES,27.0,2018-01-01
-103.72,18.75,CERRO DE ORTEGA,25.2,2018-01-01
-103.72,19.24,COLIMA,25.1,2018-01-01
-103.8,19.21,COQUIMATLAN,25.5,2018-01-01
-103.6,19.32,CUAHTEMOC,23.8,2018-01-01
-103.88,19.11,DERIVADORA JALA,24.6,2018-01-01
-103.72,19.22,LA POSTA,25.3,2018-01-01
-103.86,18.9,LAGUNA DE AMELA,24.5,2018-01-01
-104.33,19.07,MANZANILLO,26.2,2018-01-01
-104.31,19.04,MANZANILLO,26.2,2018-01-01
-103.81,19.26,PE¤ITAS,26.0,2018-01-01
-103.72,19.22,RADAR,25.8,2018-01-01
-103.88,18.92,TECOMAN,27.7,2018-01-01
-103.39,18.96,TROJES,21.8,2018-01-01
-103.87,19.17,La Esperanza Col.,24.2,2018-01-01
-104.33,19.07,Observatorio Manzanillo Col. SMN*,26.1,2018-01-01
-114.73,18.34,ISLA SOCORRO SEMAR,24.2,2018-01-01
-104.3,19.07,MANZANILLO SEMAR,25.3,2018-01-01
-103.73,19.23,OBSERVATORIO COLIMA,25.2,2018-01-01
-103.61,19.24,BUENAVISTA,25.1,2018-02-01
-103.63,18.81,CALLEJONES,27.8,2018-02-01
-103.72,18.75,CERRO DE ORTEGA,26.3,2018-02-01
-103.72,19.24,COLIMA,26.3,2018-02-01
-103.8,19.21,COQUIMATLAN,26.3,2018-02-01
-103.6,19.32,CUAHTEMOC,25.0,2018-02-01
-103.88,19.11,DERIVADORA JALA,25.3,2018-02-01
-103.72,19.22,LA POSTA,26.3,2018-02-01
-103.86,18.9,LAGUNA DE AMELA,25.8,2018-02-01
-104.33,19.07,MANZANILLO,27.2,2018-02-01
-104.31,19.04,MANZANILLO,27.2,2018-02-01
-103.81,19.26,PE¤ITAS,26.4,2018-02-01
-103.72,19.22,RADAR,27.0,2018-02-01
-103.88,18.92,TECOMAN,28.2,2018-02-01
-103.39,18.96,TROJES,24.3,2018-02-01
-103.87,19.17,La Esperanza Col.,25.5,2018-02-01
-103.97,18.91,Armeria Col. INIFAP*,24.5,2018-02-01
-103.61,19.24,BUENAVISTA,25.6,2018-03-01
-103.63,18.81,CALLEJONES,27.9,2018-03-01
-103.72,18.75,CERRO DE ORTEGA,25.4,2018-03-01
-103.72,19.24,COLIMA,26.6,2018-03-01
-103.8,19.21,COQUIMATLAN,26.6,2018-03-01
-103.6,19.32,CUAHTEMOC,25.3,2018-03-01
-103.88,19.11,DERIVADORA JALA,24.7,2018-03-01
-103.72,19.22,LA POSTA,26.7,2018-03-01
-103.86,18.9,LAGUNA DE AMELA,24.9,2018-03-01
-104.33,19.07,MANZANILLO,26.1,2018-03-01
-104.31,19.04,MANZANILLO,26.1,2018-03-01
-103.81,19.26,PE¤ITAS,27.4,2018-03-01
-103.72,19.22,RADAR,25.4,2018-03-01
-103.88,18.92,TECOMAN,28.0,2018-03-01
-103.39,18.96,TROJES,24.1,2018-03-01
-103.87,19.17,La Esperanza Col.,25.0,2018-03-01
-103.97,18.91,Armeria Col. INIFAP*,23.4,2018-03-01
-103.61,19.24,BUENAVISTA,26.1,2018-04-01
-103.63,18.81,CALLEJONES,27.4,2018-04-01
-103.72,18.75,CERRO DE ORTEGA,25.2,2018-04-01
-103.72,19.24,COLIMA,27.0,2018-04-01
-103.8,19.21,COQUIMATLAN,26.3,2018-04-01
-103.6,19.32,CUAHTEMOC,26.1,2018-04-01
-103.88,19.11,DERIVADORA JALA,24.5,2018-04-01
-103.72,19.22,LA POSTA,27.0,2018-04-01
-103.86,18.9,LAGUNA DE AMELA,24.7,2018-04-01
-104.33,19.07,MANZANILLO,25.9,2018-04-01
-104.31,19.04,MANZANILLO,25.9,2018-04-01
-103.81,19.26,PE¤ITAS,27.4,2018-04-01
-103.72,19.22,RADAR,25.5,2018-04-01
-103.88,18.92,TECOMAN,27.3,2018-04-01
-103.39,18.96,TROJES,24.5,2018-04-01
-103.87,19.17,La Esperanza Col.,25.2,2018-04-01
-103.97,18.91,Armeria Col. INIFAP*,23.1,2018-04-01
-103.61,19.24,BUENAVISTA,28.3,2018-05-01
-103.63,18.81,CALLEJONES,31.4,2018-05-01
-103.72,18.75,CERRO DE ORTEGA,28.7,2018-05-01
-103.72,19.24,COLIMA,29.1,2018-05-01
-103.8,19.21,COQUIMATLAN,28.3,2018-05-01
-103.6,19.32,CUAHTEMOC,27.1,2018-05-01
-103.88,19.11,DERIVADORA JALA,27.5,2018-05-01
-103.72,19.22,LA POSTA,29.3,2018-05-01
-103.86,18.9,LAGUNA DE AMELA,28.2,2018-05-01
-104.33,19.07,MANZANILLO,28.8,2018-05-01
-104.31,19.04,MANZANILLO,28.8,2018-05-01
-103.81,19.26,PE¤ITAS,29.4,2018-05-01
-103.72,19.22,RADAR,28.8,2018-05-01
-103.88,18.92,TECOMAN,29.9,2018-05-01
-103.39,18.96,TROJES,29.1,2018-05-01
-103.87,19.17,La Esperanza Col.,28.3,2018-05-01
-103.97,18.91,Armeria Col. INIFAP*,26.8,2018-05-01
-103.61,19.24,BUENAVISTA,27.3,2018-06-01
-103.63,18.81,CALLEJONES,30.4,2018-06-01
-103.72,18.75,CERRO DE ORTEGA,29.1,2018-06-01
-103.72,19.24,COLIMA,27.9,2018-06-01
-103.8,19.21,COQUIMATLAN,27.8,2018-06-01
-103.6,19.32,CUAHTEMOC,26.3,2018-06-01
-103.88,19.11,DERIVADORA JALA,27.3,2018-06-01
-103.72,19.22,LA POSTA,28.1,2018-06-01
-103.86,18.9,LAGUNA DE AMELA,28.5,2018-06-01
-104.33,19.07,MANZANILLO,29.6,2018-06-01
-104.31,19.04,MANZANILLO,29.7,2018-06-01
-103.81,19.26,PE¤ITAS,28.3,2018-06-01
-103.72,19.22,RADAR,29.3,2018-06-01
-103.88,18.92,TECOMAN,29.5,2018-06-01
-103.39,18.96,TROJES,27.3,2018-06-01
-103.87,19.17,La Esperanza Col.,27.9,2018-06-01
-103.72,19.24,COLIMA,28.8,2018-07-01
-104.31,19.04,MANZANILLO,30.7,2018-07-01
-103.87,19.17,La Esperanza Col.,28.5,2018-07-01
-103.72,18.75,Cerro de Ortega Col.,30.0,2018-07-01
-103.77,18.81,Laguna de Amela Col.,29.5,2018-07-01
-103.63,18.81,Callejones Col.,31.6,2018-07-01
-103.87,18.91,Tecomán Col.,31.2,2018-07-01
-104.32,19.04,Manzanillo Col.,30.7,2018-07-01
-103.88,19.11,Derivadora Jala (Madrid) Col.,28.3,2018-07-01
-103.8,19.21,Coquimatlán Col.,28.8,2018-07-01
-103.73,19.22,La Posta Col.,29.1,2018-07-01
-103.73,19.22,Radar Col.,30.2,2018-07-01
-103.61,19.25,Buena Vista Col.,27.4,2018-07-01
-103.82,19.27,Peñitas Col.,29.2,2018-07-01
-103.6,19.32,Cuauhtémoc Col.,27.6,2018-07-01
-103.72,19.24,COLIMA,27.4,2018-08-01
-104.33,19.07,MANZANILLO,29.8,2018-08-01
-103.87,19.17,La Esperanza Col.,27.7,2018-08-01
-103.72,18.75,Cerro de Ortega Col.,29.1,2018-08-01
-103.77,18.81,Laguna de Amela Col.,28.2,2018-08-01
-103.63,18.81,Callejones Col.,30.6,2018-08-01
-103.87,18.91,Tecomán Col.,29.8,2018-08-01
-104.32,19.04,Manzanillo Col.,29.9,2018-08-01
-103.88,19.11,Derivadora Jala (Madrid) Col.,27.5,2018-08-01
-103.8,19.21,Coquimatlán Col.,27.5,2018-08-01
-103.73,19.22,La Posta Col.,27.8,2018-08-01
-103.73,19.22,Radar Col.,29.6,2018-08-01
-103.61,19.25,Buena Vista Col.,26.2,2018-08-01
-103.82,19.27,Peñitas Col.,27.9,2018-08-01
-103.6,19.32,Cuauhtémoc Col.,26.5,2018-08-01
-103.72,19.24,COLIMA,28.3,2018-09-01
-104.33,19.07,MANZANILLO,28.3,2018-09-01
-103.87,19.17,La Esperanza Col.,28.3,2018-09-01
-103.72,18.75,Cerro de Ortega Col.,28.3,2018-09-01
-103.77,18.81,Laguna de Amela Col.,28.3,2018-09-01
-103.63,18.81,Callejones Col.,28.3,2018-09-01
-103.87,18.91,Tecomán Col.,28.3,2018-09-01
-104.32,19.04,Manzanillo Col.,28.3,2018-09-01
-103.88,19.11,Derivadora Jala (Madrid) Col.,28.3,2018-09-01
-103.8,19.21,Coquimatlán Col.,28.3,2018-09-01
-103.73,19.22,La Posta Col.,28.3,2018-09-01
-103.73,19.22,Radar Col.,28.3,2018-09-01
-103.61,19.25,Buena Vista Col.,28.3,2018-09-01
-103.82,19.27,Peñitas Col.,28.3,2018-09-01
-103.6,19.32,Cuauhtémoc Col.,28.3,2018-09-01
-103.72,19.24,COLIMA,26.9,2018-10-01
-104.33,19.07,MANZANILLO,28.9,2018-10-01
-103.87,19.17,La Esperanza Col.,27.3,2018-10-01
-103.72,18.75,Cerro de Ortega Col.,28.6,2018-10-01
-103.77,18.81,Laguna de Amela Col.,28.3,2018-10-01
-103.63,18.81,Callejones Col.,30.2,2018-10-01
-103.87,18.91,Tecomán Col.,29.9,2018-10-01
-104.32,19.04,Manzanillo Col.,29.0,2018-10-01
-103.88,19.11,Derivadora Jala (Madrid) Col.,26.7,2018-10-01
-103.8,19.21,Coquimatlán Col.,26.9,2018-10-01
-103.73,19.22,La Posta Col.,27.0,2018-10-01
-103.73,19.22,Radar Col.,29.0,2018-10-01
-103.61,19.25,Buena Vista Col.,25.4,2018-10-01
-103.82,19.27,Peñitas Col.,27.4,2018-10-01
-103.6,19.32,Cuauhtémoc Col.,26.4,2018-10-01
-103.72,19.24,COLIMA,25.70535714,2018-11-01
-104.33,19.07,MANZANILLO,27.30925926,2018-11-01
-103.87,19.17,La Esperanza Col.,25.04166667,2018-11-01
-103.72,18.75,Cerro de Ortega Col.,26.91666667,2018-11-01
-103.77,18.81,Laguna de Amela Col.,26.39166667,2018-11-01
-103.63,18.81,Callejones Col.,28.92391304,2018-11-01
-103.87,18.91,Tecomán Col.,28.0,2018-11-01
-104.32,19.04,Manzanillo Col.,27.4037037,2018-11-01
-103.88,19.11,Derivadora Jala (Madrid) Col.,25.52884615,2018-11-01
-103.8,19.21,Coquimatlán Col.,26.45238095,2018-11-01
-103.73,19.22,La Posta Col.,25.90925926,2018-11-01
-103.73,19.22,Radar Col.,27.38392857,2018-11-01
-103.61,19.25,Buena Vista Col.,24.30172414,2018-11-01
-103.82,19.27,Peñitas Col.,26.43055556,2018-11-01
-103.6,19.32,Cuauhtémoc Col.,25.31818182,2018-11-01
-103.72,19.24,COLIMA,24.25740741,2018-12-01
-104.33,19.07,MANZANILLO,27.00322581,2018-12-01
-103.87,19.17,La Esperanza Col.,24.28448276,2018-12-01
-103.72,18.75,Cerro de Ortega Col.,25.84193548,2018-12-01
-103.77,18.81,Laguna de Amela Col.,24.27419355,2018-12-01
-103.63,18.83,Callejones Col.,27.71551724,2018-12-01
-103.87,18.91,Tecomán Col.,27.31481481,2018-12-01
-104.32,19.04,Manzanillo Col.,26.96129032,2018-12-01
-103.8,19.21,Coquimatlán Col.,25.37,2018-12-01
-103.73,19.22,La Posta Col.,24.73548387,2018-12-01
-103.73,19.22,Radar Col.,27.04032258,2018-12-01
-103.61,19.25,Buena Vista Col.,23.25,2018-12-01
-103.81,19.32,Peñitas Col.,25.92037037,2018-12-01
-104.33,19.07,MANZANILLO,27.13709677,2019-01-01
-103.72,18.75,Cerro de Ortega Col.,25.99193548,2019-01-01
-103.77,18.81,Laguna de Amela Col.,25.35833333,2019-01-01
-104.32,19.04,Manzanillo Col.,27.11774194,2019-01-01
-103.73,19.22,La Posta Col.,25.29032258,2019-01-01
-103.73,19.22,Radar Col.,27.0483871,2019-01-01
-103.61,19.25,Buena Vista Col.,24.12096774,2019-01-01
-103.88,19.11,Derivadora Jala Col.,24.67741935,2019-01-01
-103.72,19.24,COLIMA,25.73571429,2019-02-01
-104.33,19.07,MANZANILLO,25.98571429,2019-02-01
-103.87,19.17,La Esperanza Col.,24.35,2019-02-01
-103.72,18.75,Cerro de Ortega Col.,25.30357143,2019-02-01
-103.77,18.81,Laguna de Amela Col.,24.83928571,2019-02-01
-103.63,18.83,Callejones Col.,27.1875,2019-02-01
-103.87,18.91,Tecomán Col.,27.05681818,2019-02-01
-104.32,19.04,Manzanillo Col.,26.00892857,2019-02-01
-103.8,19.21,Coquimatlán Col.,25.11538462,2019-02-01
-103.73,19.22,La Posta Col.,25.71071429,2019-02-01
-103.73,19.22,Radar Col.,26.0,2019-02-01
-103.61,19.25,Buena Vista Col.,24.24107143,2019-02-01
-103.81,19.32,Peñitas Col.,27.0125,2019-02-01
-103.6,19.32,Cuauhtémoc Col.,24.54347826,2019-02-01
-103.88,19.11,Derivadora Jala Col.,24.15384615,2019-02-01
-103.72,19.24,COLIMA,26.71034483,2019-03-01
-104.33,19.07,MANZANILLO,26.02258065,2019-03-01
-103.87,19.17,La Esperanza Col.,24.86,2019-03-01
-103.72,18.75,Cerro de Ortega Col.,25.9516129,2019-03-01
-103.77,18.81,Laguna de Amela Col.,25.42741935,2019-03-01
-103.63,18.83,Callejones Col.,27.72222222,2019-03-01
-103.87,18.91,Tecomán Col.,27.49,2019-03-01
-104.32,19.04,Manzanillo Col.,26.09677419,2019-03-01
-103.8,19.21,Coquimatlán Col.,26.28703704,2019-03-01
-103.73,19.22,La Posta Col.,26.83103448,2019-03-01
-103.73,19.22,Radar Col.,25.95967742,2019-03-01
-103.61,19.25,Buena Vista Col.,25.55645161,2019-03-01
-103.81,19.32,Peñitas Col.,27.48148148,2019-03-01
-103.6,19.32,Cuauhtémoc Col.,25.85714286,2019-03-01
-103.88,19.11,Derivadora Jala Col.,25.06451613,2019-03-01
-103.72,19.24,COLIMA,25.70555556,2019-04-01
-104.33,19.07,MANZANILLO,24.86166667,2019-04-01
-103.87,19.17,La Esperanza Col.,24.39772727,2019-04-01
-103.72,18.75,Cerro de Ortega Col.,25.29166667,2019-04-01
-103.77,18.81,Laguna de Amela Col.,24.84166667,2019-04-01
-103.63,18.83,Callejones Col.,26.66666667,2019-04-01
-103.87,18.91,Tecomán Col.,26.44791667,2019-04-01
-104.32,19.04,Manzanillo Col.,24.90166667,2019-04-01
-103.8,19.21,Coquimatlán Col.,25.21428571,2019-04-01
-103.73,19.22,La Posta Col.,25.91730769,2019-04-01
-103.73,19.22,Radar Col.,24.225,2019-04-01
-103.61,19.25,Buena Vista Col.,25.65,2019-04-01
-103.81,19.32,Peñitas Col.,27.38541667,2019-04-01
-103.6,19.32,Cuauhtémoc Col.,25.89285714,2019-04-01
-103.88,19.11,Derivadora Jala Col.,23.65833333,2019-04-01
-103.72,19.24,COLIMA,26.93870968,2019-05-01
-104.33,19.07,MANZANILLO,26.6016129,2019-05-01
-103.87,19.17,La Esperanza Col.,26.04,2019-05-01
-103.72,18.75,Cerro de Ortega Col.,26.93548387,2019-05-01
-103.77,18.81,Laguna de Amela Col.,26.54032258,2019-05-01
-103.63,18.83,Callejones Col.,28.31481481,2019-05-01
-103.87,18.91,Tecomán Col.,27.55,2019-05-01
-104.32,19.04,Manzanillo Col.,26.48275862,2019-05-01
-103.8,19.21,Coquimatlán Col.,26.61666667,2019-05-01
-103.73,19.22,La Posta Col.,27.11481481,2019-05-01
-103.73,19.22,Radar Col.,26.29516129,2019-05-01
-103.61,19.25,Buena Vista Col.,26.44354839,2019-05-01
-103.81,19.32,Peñitas Col.,28.20869565,2019-05-01
-103.6,19.32,Cuauhtémoc Col.,26.13043478,2019-05-01
-103.88,19.11,Derivadora Jala Col.,25.45,2019-05-01
-103.72,19.24,COLIMA,28.90172414,2019-06-01
-104.33,19.07,MANZANILLO,29.68666667,2019-06-01
-103.87,19.17,La Esperanza Col.,29.31818182,2019-06-01
-103.72,18.75,Cerro de Ortega Col.,29.63461538,2019-06-01
-103.77,18.81,Laguna de Amela Col.,29.36607143,2019-06-01
-103.63,18.83,Callejones Col.,31.64583333,2019-06-01
-103.87,18.91,Tecomán Col.,30.65909091,2019-06-01
-104.32,19.04,Manzanillo Col.,29.74,2019-06-01
-103.8,19.21,Coquimatlán Col.,29.1547619,2019-06-01
-103.73,19.22,La Posta Col.,29.22333333,2019-06-01
-103.73,19.22,Radar Col.,29.48333333,2019-06-01
-103.61,19.25,Buena Vista Col.,28.025,2019-06-01
-103.81,19.32,Peñitas Col.,29.69318182,2019-06-01
-103.6,19.32,Cuauhtémoc Col.,27.68181818,2019-06-01
-103.88,19.11,Derivadora Jala Col.,28.14333333,2019-06-01
-103.72,19.24,COLIMA,28.22166667,2019-07-01
-104.33,19.07,MANZANILLO,30.55,2019-07-01
-103.87,19.17,La Esperanza Col.,28.77777778,2019-07-01
-103.72,18.75,Cerro de Ortega Col.,29.67741935,2019-07-01
-103.77,18.81,Laguna de Amela Col.,28.82258065,2019-07-01
-103.63,18.83,Callejones Col.,31.57142857,2019-07-01
-103.87,18.91,Tecomán Col.,31.15217391,2019-07-01
-104.32,19.04,Manzanillo Col.,30.59482759,2019-07-01
-103.8,19.21,Coquimatlán Col.,29.05434783,2019-07-01
-103.73,19.22,La Posta Col.,28.51774194,2019-07-01
-103.73,19.22,Radar Col.,28.86290323,2019-07-01
-103.61,19.25,Buena Vista Col.,26.83333333,2019-07-01
-103.81,19.32,Peñitas Col.,29.09375,2019-07-01
-103.6,19.32,Cuauhtémoc Col.,26.64285714,2019-07-01
-103.88,19.11,Derivadora Jala Col.,28.16129032,2019-07-01
-103.72,19.24,Colima,28.10645161,2019-08-01
-104.33,19.07,Manzanillo,30.65862069,2019-08-01
-103.87,19.17,La Esperanza Col.,28.81,2019-08-01
-103.72,18.75,Cerro de Ortega Col.,29.75833333,2019-08-01
-103.77,18.81,Laguna de Amela Col.,29.43225806,2019-08-01
-103.87,18.91,Tecomán Col.,31.16666667,2019-08-01
-103.8,19.21,Coquimatlán Col.,28.92592593,2019-08-01
-103.73,19.22,Radar Col.,29.06451613,2019-08-01
-103.61,19.25,Buena Vista Col.,26.85185185,2019-08-01
-103.6,19.32,Cuauhtémoc Col.,26.758,2019-08-01
-103.88,19.11,Derivadora Jala Col.,28.18103448,2019-08-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.58709677,2019-08-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.9016129,2019-08-01
-103.73,19.23,Observatorio de Colima Col. SMN*,28.30483871,2019-08-01
-103.73,19.23,Colima (Automática),29.3,2019-08-01
-104.32,19.04,Manzanillo Col.,30.6125,2019-08-01
-103.73,19.22,La Posta Col.,28.495,2019-08-01
-103.81,19.32,Peñitas Col.,28.80434783,2019-08-01
-103.63,18.83,Callejones Col.,31.65625,2019-08-01
-114.73,18.35,Isla Clarión Col. SEMAR*,28.216,2019-08-01
-103.72,19.24,Colima,27.6,2019-09-01
-104.33,19.07,Manzanillo,30.0,2019-09-01
-103.87,19.17,La Esperanza Col.,28.1,2019-09-01
-103.72,18.75,Cerro de Ortega Col.,29.2,2019-09-01
-103.77,18.81,Laguna de Amela Col.,28.9,2019-09-01
-103.63,18.83,Callejones Col.,30.6,2019-09-01
-103.87,18.91,Tecomán Col.,30.3,2019-09-01
-104.32,19.04,Manzanillo Col.,30.0,2019-09-01
-103.8,19.21,Coquimatlán Col.,28.1,2019-09-01
-103.73,19.22,La Posta Col.,27.5,2019-09-01
-103.73,19.22,Radar Col.,29.3,2019-09-01
-103.61,19.25,Buena Vista Col.,26.8,2019-09-01
-103.81,19.32,Peñitas Col.,28.3,2019-09-01
-103.6,19.32,Cuauhtémoc Col.,26.1,2019-09-01
-103.88,19.11,Derivadora Jala Col.,27.4,2019-09-01
-110.95,18.73,Isla Socorro Col. SEMAR*,28.0,2019-09-01
-104.3,19.07,Manzanillo Col. SEMAR*,29.2,2019-09-01
-103.73,19.23,Observatorio de Colima Col. SMN*,27.3,2019-09-01
-103.87,19.17,La Esperanza Col.,27.2,2019-10-01
-103.72,18.75,Cerro de Ortega Col.,28.6,2019-10-01
-103.77,18.81,Laguna de Amela Col.,28.1,2019-10-01
-103.63,18.83,Callejones Col.,29.6,2019-10-01
-103.87,18.91,Tecomán Col.,29.7,2019-10-01
-104.32,19.04,Manzanillo Col.,29.5,2019-10-01
-103.8,19.21,Coquimatlán Col.,26.9,2019-10-01
-103.73,19.22,La Posta Col.,26.8,2019-10-01
-103.73,19.22,Radar Col.,28.8,2019-10-01
-103.61,19.25,Buena Vista Col.,25.6,2019-10-01
-103.81,19.32,Peñitas Col.,27.7,2019-10-01
-103.6,19.32,Cuauhtémoc Col.,25.9,2019-10-01
-103.88,19.11,Derivadora Jala Col.,26.7,2019-10-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.0,2019-10-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,28.9,2019-10-01
-104.3,19.07,Manzanillo Col. SEMAR*,28.7,2019-10-01
-103.73,19.23,Observatorio de Colima Col. SMN*,26.8,2019-10-01
-103.72,18.75,Cerro de Ortega Col.,28.6,2019-11-01
-103.77,18.81,Laguna de Amela Col.,28.0,2019-11-01
-103.63,18.83,Callejones Col.,29.9,2019-11-01
-104.32,19.04,Manzanillo Col.,29.4,2019-11-01
-103.8,19.21,Coquimatlán Col.,27.6,2019-11-01
-103.73,19.22,La Posta Col.,27.2,2019-11-01
-103.61,19.25,Buena Vista Col.,25.4,2019-11-01
-103.6,19.32,Cuauhtémoc Col.,25.9,2019-11-01
-103.88,19.11,Derivadora Jala Col.,27.3,2019-11-01
-110.95,18.73,Isla Socorro Col. SEMAR*,27.2,2019-11-01
-104.32,19.05,Observatorio de Manzanillo Col. SMN*,29.1,2019-11-01
-104.3,19.07,Manzanillo Col. SEMAR*,28.7,2019-11-01
-103.73,19.23,Observatorio de Colima Col. SMN*,26.9,2019-11-01
-103.87,18.91,Tecomán Col.,29.8,2019-11-01
-103.87,19.17,La Esperanza Col.,27.0,2019-11-01
-103.73,19.22,Radar Col.,28.5,2019-11-01
-103.81,19.32,Peñitas Col.,28.0,2019-11-01
-103.72,18.75,Cerro de Ortega Col.,26.6,2019-12-01
